gene,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches
PRKG1,True,0.06402332366129401,2.009116805660097,2.505718,6
LNCAROD,True,0.008674829309154941,1.4594947627916481,0.9700672,4
ANK3,True,2.106729487673778,3.2735926813451064,2.7678761,10
CABCOCO1,True,0.004434988155883251,1.29871535991273,0.5599814,3
LINC02625,True,0.003659607586115206,1.4655968089265337,1.0248231,3
RTKN2,True,0.19182915740274614,2.248080245332492,3.3227806,10
ZNF365,True,0.09069274113605648,1.774058946853603,1.8524252,9
CTNNA3,True,0.07401808651725399,1.911287694632361,2.273266,10
LRRTM3,True,0.005940878118776672,1.5885922268495807,1.3917923,5
TET1,True,0.07846761439930776,1.480604692845469,1.0491753,3
STOX1,True,0.009851274544829022,1.423909342590049,0.86881155,3
COL13A1,True,0.024526800330127576,1.6766863030856456,1.6436118,7
PRF1,True,0.6695282929946664,2.143993578943206,2.2954082,9
PSAP,True,1.5537702887215945,2.1737722908214345,1.1597649,5
MCU,True,0.6376201424578322,1.7167553296457227,0.958254,4
CFAP70,True,0.08585192268457531,1.5377126814237194,1.2085057,5
USP54,True,0.10463858388148442,1.5012595039095809,1.1104819,4
LRMDA,True,1.72681544994547,2.8357035390850163,2.3744364,8
KCNMA1,True,0.06862690795524189,1.7253319820536366,1.703514,8
BMPR1A,True,0.29505879337923024,1.7354960169481342,1.6567513,10
PAPSS2,True,0.16724940156896162,1.7660227590152178,1.9081606,9
RNLS,True,0.3226282107879362,2.172924574909729,2.9706788,10
ANKRD22,True,0.01711412164800452,1.405900180116162,0.82895064,3
ACTA2,True,0.12062806230431297,1.4827030562080703,1.0372053,4
IFIT2,True,0.22897438240287019,1.9418161535169702,2.265738,7
IFIT3,True,0.20387122692915235,1.7019793325580541,1.5336565,6
SLC16A12,True,0.004370141154274609,1.377544263571254,0.75698024,3
LINC01374,True,0.16836909622683843,2.720209695408965,4.4263563,10
HECTD2,True,0.07963731403270377,1.5157896660670922,1.1430209,3
SLC35G1,True,0.04297228516247267,1.4665595141131529,0.99831456,4
ACSM6,True,0.0109555813658166,1.4694745673381633,1.0315433,4
SORBS1,True,0.08309270894445962,1.6232399295909326,1.4674913,7
ENTPD1,True,0.7855642356309388,1.7936756714295625,1.1294374,5
BLNK,True,0.1372660408819513,1.7840399731813463,1.8366562,8
RRP12,True,0.46768998370084536,1.5456736228813033,0.72984356,3
CNNM2,True,0.30526400404731785,1.6332734514950515,1.274518,7
SORCS3,True,0.11875395252638805,1.9468101959313038,2.3582637,10
LINC02661,True,0.0032257912199513974,1.469043758675831,0.9874392,4
ADD3-AS1,True,0.06666113245711733,1.5986531139107902,1.3895278,8
RBM20,True,0.033744078377576744,1.5450443673703513,1.2452326,4
TCF7L2,True,1.0115223651549936,2.477676922091054,2.6893108,9
ABLIM1,True,1.041147752904525,2.1944464719364034,1.8512746,7
ATRNL1,True,0.019077213163123732,1.5696048525692412,1.2536694,5
CASC2,True,0.011419762355117078,1.449172350832606,0.9559939,3
AL157388.1,True,0.008912135404025566,1.386226311368441,0.77772015,4
GRK5,True,0.9144728265535393,1.722397216857786,0.6926511,3
ACADSB,True,0.23982237844677243,1.489316486921462,1.0873754,3
LINC02641,True,0.041538792506731495,1.5647971832509089,1.2638084,6
CTBP2,True,0.9655589854144961,1.8618732303520116,1.0726113,4
MMP21,True,0.0327613575829519,1.3185028282635827,0.6275928,3
FANK1,True,0.01583631988965545,1.4281057557094141,0.91063696,3
ADAM12,True,0.11840147835052406,2.3028871604542624,3.3430333,10
PTPRE,True,1.4048821246072598,2.081213252157119,1.0588503,5
MKI67,True,0.03621834809051286,1.9923307943984985,2.4532478,9
LINC01163,True,0.09893786844668448,1.6935423877597593,1.6411302,8
LINC02646,True,0.03275792205712249,1.6644320410629008,1.5303859,7
TCERG1L,True,0.012016841923096475,1.587968702515196,1.352457,5
SCART1,True,0.09572229797559392,1.4694107517268207,1.0442202,4
IFITM3,True,0.1482302316430126,1.4169432132238546,0.8137391,3
KCNQ1OT1,True,0.34877521309551157,1.640711191738022,1.1470213,5
CDKN1C,True,0.1301402047643307,1.7367355517364604,1.792662,9
OSBPL5,True,0.5210826243014183,1.7411626865568564,1.2287911,3
AC127526.2,True,0.027075239508623904,1.473542365461959,1.0100088,4
HBB,True,0.03305651878475118,1.4974896155615007,1.1202941,4
AC104389.5,True,0.17671039695983146,1.5856743167559944,1.3461922,7
AC087280.2,True,0.005827519961621843,1.4088353882340097,0.9035995,5
STK33,True,0.04922657847409562,1.8179136747442506,1.9995177,8
SWAP70,True,0.6849938343797931,1.6514715197086232,0.7281609,3
LINC02709,True,0.005608904931338017,1.4947346747979229,0.9844962,3
SBF2,True,1.6683408150662835,2.133940244772344,0.8856382,3
LINC02752,True,0.007889899799274389,1.339067178699217,0.6491717,3
GALNT18,True,0.010489032819065713,1.684708428037725,1.5568812,8
AC104383.2,True,0.0027180518980563727,1.3165398018991137,0.62780803,3
TEAD1,True,0.00764326937587078,1.575646051283705,1.3275197,4
SPON1,True,0.15959787851095525,1.8979846491085588,2.2093723,10
RRAS2,True,0.8727628411683351,1.820523595364707,1.0110146,3
PDE3B,True,2.2286807793375156,2.770188867007562,1.5537632,7
CALCB,True,0.06948727666504635,1.699176502164023,1.6525191,9
SOX6,True,0.04323242337751114,1.6780359606140032,1.6454552,7
PLEKHA7,True,0.07417141295937854,1.5492155931909806,1.21483,4
LDHAL6A,True,0.020227808195918462,1.430015416181306,0.8855955,3
NAV2,True,0.042649384365699025,1.7820054354751218,1.876862,9
ANO5,True,0.10549630171876781,1.6140642930960347,1.4207617,8
GAS2,True,0.06863242438212232,1.6076461794972232,1.4106659,6
AC006299.1,True,0.1630895095086796,1.6951420924172047,1.6812233,7
LINC02718,True,0.017782378281818674,1.4549248479236494,0.9754584,3
LINC02726,True,0.003218584145869241,1.4979313995537873,1.4651755,3
BBOX1,True,0.001255347578189191,1.364534118282231,1.1491021,3
BBOX1-AS1,True,0.0026909867111191864,1.1665131675668639,0.60213596,4
CCDC34,True,0.011490210576342117,1.3805802839238832,0.80728656,3
LGR4,True,0.05708987251887722,1.6780933521879562,1.5710069,9
BDNF-AS,True,0.10567816690570739,1.836364887502992,2.054932,10
AL358944.1,True,0.012599678894158348,1.541036072671079,1.1829389,5
MPPED2,True,0.03866938389100878,1.5927184337479752,1.3805015,6
DCDC1,True,0.024143469559120324,1.637165688895968,1.4826165,6
ELP4,True,1.007215106301618,1.9754437854103535,1.3992674,8
AC131571.1,True,0.22561040937790686,1.4554619146972196,0.77485967,4
ABTB2,True,0.15009746266797092,1.8020462542742872,1.9521093,8
LDLRAD3,True,0.256917947760979,1.5259885645248112,1.0529944,4
AC021723.2,True,0.014758567030671446,1.3844494885065077,0.7401002,3
C11orf49,True,0.5116956543868162,1.764659265495809,1.3403702,7
SPI1,True,0.6500010030044547,1.5935053091031781,0.7006883,4
GLYATL1,True,0.028335737429159413,1.4157744374650005,0.8406787,4
AP001636.3,True,0.12004721231349595,1.9602426586276736,2.2653747,8
FAM111B,True,0.08682394857150388,1.5743813142048406,1.213313,5
MS4A2,True,0.0013791465558882598,1.3302285613998979,1.0515844,3
MS4A1,True,0.43517770835503666,2.411872895475117,3.4358864,9
CD6,True,0.9856779381709421,1.826065613153745,0.9290369,4
NEAT1,True,3.159456967396207,3.4851390313707484,1.3941965,6
SNX32,True,0.029430994754668954,1.341164428596818,0.62582624,3
CTSW,True,0.46544442014562215,1.583617662034467,0.86908317,3
C11orf80,True,0.2605514048430161,1.543981039991867,0.9813466,3
CTTN,True,0.007273436703223378,1.3329552843008585,0.6723126,3
ALG1L9P,True,0.0474473688506068,1.3827478717487178,0.79829633,3
FCHSD2,True,1.7049794885516267,2.3967439895402753,1.6087409,6
FAM168A,True,0.6840094871894025,1.7083454674507312,0.9348469,4
PGM2L1,True,0.21585355663002118,1.5903885306112255,1.3526545,8
AP002812.2,True,0.28728380165476824,1.5806087306628251,1.0141643,4
GAB2,True,1.8642664833911788,2.5355110016863653,1.5211923,6
AP003086.1,True,0.9177503158432675,1.7583661323199493,0.7781921,3
NARS2,True,0.3856286623027588,1.6683748688203086,1.2918656,8
TENM4,True,0.03390371295185263,1.4287138628781206,0.90886676,3
MIR4300HG,True,0.01284703002190866,1.325410379012887,0.57454747,3
RAB30,True,0.5626952203501885,1.8219984191986167,1.4602245,7
AP000446.1,True,0.03683079401113096,1.6514157783721366,1.5303739,7
DLG2,True,0.5637162096587804,2.5615731986218586,3.8064082,10
AP001825.1,True,0.026977489223658002,1.6136316438671436,1.4182533,8
SYTL2,True,0.7466634119686449,2.0050552911469692,1.871323,10
AP001831.1,True,0.03477320439099161,1.606029933399419,1.401767,5
ME3,True,0.056563307302789176,1.4270228292526688,0.87974465,3
PRSS23,True,0.2305353853480805,1.8591828227871177,2.01837,9
FZD4-DT,True,0.009143990629813617,1.3327470629631817,0.6399145,3
AP000676.5,True,0.007076289743331544,1.7437992848573782,1.7687324,7
DISC1FP1,True,0.3592138359584559,2.5750301427367486,4.295621,10
AP002383.2,True,0.08588357437777214,1.7437176105840488,1.78874,10
AP000787.1,True,0.6335567991361948,1.8443428850952652,1.4450027,7
SESN3,True,1.6651393414720363,2.7537605266221523,2.5039947,9
AP000820.2,True,0.05561772873814713,1.7284023075026163,1.74736,6
MAML2,True,2.4271479400403306,2.8236666984160075,1.2695475,5
ARHGAP42,True,0.12431783396608373,1.7596644105261816,1.7831043,8
ANGPTL5,True,0.012393296836917606,1.4048246313908666,0.77134454,3
CEP126,True,0.13470403777667103,1.5907274676299463,1.3605824,9
DYNC2H1,True,0.19462185665292278,1.7156143076286117,1.7192802,9
AP002989.1,True,0.07507334451229036,2.0619673942668557,2.6688855,9
PDGFD,True,0.7054467657019566,2.5217843749554922,3.5071871,10
SLC35F2,True,0.12977874410508072,1.4755457946755377,1.0489851,3
RAB39A,True,0.09893811083307112,1.3362710778690228,0.6325518,3
EXPH5,True,0.10033172866979731,1.6840287035161488,1.628613,8
DDX10,True,0.6517613427886474,1.7127242474101743,0.9625205,3
ARHGAP20,True,0.02906984521289846,1.4981511656684945,1.1052619,3
LINC02550,True,0.01881099351537742,1.8898518671181672,2.1726573,8
POU2AF1,True,0.08625900367547143,1.5189428491891148,1.0633242,4
LINC02762,True,0.1120868101373838,1.4921495769629491,1.0900682,3
LINC02763,True,0.03595186126339891,1.495111213592485,1.1275461,6
NCAM1,True,0.4570426973223271,2.5968033199742115,4.338853,10
ZBTB16,True,0.8297655529798702,2.11211349232408,2.1002426,8
CADM1,True,0.18612005297401424,2.2492073799392247,3.1636844,10
DSCAML1,True,0.0661980061571046,1.8019234672469355,1.9172686,9
USP2-AS1,True,0.02591148234975834,1.3469935819042607,0.68025523,3
ARHGEF12,True,0.2688080005787894,1.7492754390241114,1.6731459,8
GRIK4,True,0.08176249703055713,1.8310876025280738,2.0117905,7
AP001977.1,True,0.14759464040348846,1.888675486590304,2.204414,10
MIR100HG,True,0.01746375912776869,1.5885883664939777,1.3917854,5
AP002762.2,True,0.16618300197413957,1.356188581440321,0.7154132,3
CRTAM,True,0.13545210407098326,1.619355708863981,1.4278868,5
JHY,True,0.05964774637935555,1.5290061538487152,1.2217784,4
GRAMD1B,True,0.38006680468055176,1.5558941094436098,0.8693536,3
NRGN,True,0.1883600856620717,2.010361561080284,2.4060233,7
CDON,True,0.015248937736488607,1.4844434000604476,1.0656295,5
ST3GAL4,True,0.1684730679548669,1.4656908099783683,1.0394623,4
LINC02725,True,0.11006920091424093,1.966690200214257,2.3941011,9
ARHGAP32,True,0.3424405528963684,1.6251495392339002,1.154634,5
AP003500.1,True,0.013288146594767212,1.4028793303922202,0.82599586,3
AP003327.2,True,0.057632920283483394,1.418638637914237,0.88511384,3
TMEM45B,True,0.0831500886331973,1.5476865434934932,1.2527398,6
ZBTB44-DT,True,0.030654995428963626,1.465587755901074,1.0059458,4
NTM,True,0.019841018483873145,1.6394370483977068,1.4633166,6
OPCML,True,0.016320454147505773,1.554095328290452,1.2036198,5
JAM3,True,0.09259170672705577,1.6753518477091962,1.5950286,8
B4GALNT3,True,0.025867003192841926,1.4560228880953203,1.0028859,5
WNT5B,True,0.07053194277781884,1.4220382661919584,0.8570395,3
DCP1B,True,0.14955517310202557,1.5295186718107365,1.2035351,6
TSPAN9,True,0.016306695385251094,1.3606281826224036,0.7141111,3
ANO2,True,0.006829695320889557,1.3768633678360969,0.78467613,3
CLEC4C,True,0.02199612276837661,1.657942553272213,1.5140861,7
SLC2A3,True,1.3257479127740568,2.134932594898685,1.3776692,7
CLEC4E,True,0.15178735735866217,1.408684178455683,0.8183783,3
KLRG1,True,0.3731128614468957,1.6308015753508354,1.072068,4
LINC00612,True,0.289235053113266,1.5739076535747136,1.0889878,4
A2M,True,0.5538528765990937,1.8585388633997995,1.583547,7
PZP,True,0.4338850595717398,1.7653408492613765,1.5026567,8
KLRB1,True,0.30770415354395253,1.8008712072140967,1.659057,9
CD69,True,1.18743178988975,1.9166471992604575,1.0058907,5
KLRF1,True,0.4155114679874812,1.9689684425316514,2.1534703,9
CLEC7A,True,0.9709561672197087,1.9600120516765176,1.3140315,6
OLR1,True,0.04163240588237331,1.5736242109453074,1.3099774,4
KLRD1,True,0.5584339880545219,1.952770045602468,1.8547136,9
AC022075.1,True,0.22671405263491562,1.4895312977674666,0.94708383,4
KLRK1,True,0.5076740917263027,1.7333047780879671,1.2143929,3
KLRC3,True,0.15861373103782633,1.6926635598267201,1.6225959,9
KLRC2,True,0.15310271619672006,1.7920008032509696,1.9370757,8
KLRC1,True,0.12892396257243793,1.9176885133538093,2.2621534,10
LINC02446,True,0.14493177108083172,1.738525946220904,1.7702423,8
STYK1,True,0.029808068326172766,1.5253666283359262,1.1491008,6
YBX3,True,0.4429257019061076,1.5810907916935093,0.8256909,3
PRH1,True,0.598784395434039,1.7256546597720388,1.222387,7
AC244131.2,True,0.27577660555855343,1.656791199843764,1.3392812,7
LINC01252,True,0.051693212399585554,1.5023160591381406,1.1102837,3
ETV6,True,1.9515644941432089,2.2120055389579205,0.83601844,4
BCL2L14,True,0.04735536707600105,1.4393334357095062,0.98439884,5
LRP6,True,0.04379896547225658,1.48908209847126,1.0692098,4
DUSP16,True,0.5947992550324416,1.7584916754167108,1.1518476,5
APOLD1,True,0.25852084605005876,1.6757490211152053,1.450271,8
EMP1,True,0.08654818519950547,1.5477585526978652,1.2350236,6
AC010168.1,True,0.06871792691497185,1.571992831625557,1.3177458,5
EPS8,True,0.3231338280244927,1.8757655754712617,2.0465431,10
MGST1,True,0.10660698504801572,1.5693417065714792,1.2741898,7
RERGL,True,0.00438414747572286,1.1883191999195626,0.61165786,4
PLEKHA5,True,0.3425541041308889,2.0061553082419303,2.4511237,10
AC024901.1,True,0.04375870326933439,1.9806097850492286,2.4767616,10
LINC02398,True,0.004678036972655199,1.3468938673860742,1.0337578,4
AC008250.1,True,0.002264988326340846,1.3988766184924448,0.87997824,4
ST8SIA1,True,0.3129313781956061,2.15196753410287,2.884137,10
AC084816.1,True,0.050031539404461964,1.460539454327216,0.974704,4
SOX5,True,0.21968054079189123,3.6851895254365665,7.672059,10
RASSF8,True,0.021364758516545772,1.5391626314292655,1.2417474,5
SSPN,True,0.034047942131649585,2.0772959664527404,2.6736734,8
PPFIBP1,True,0.04710431379261622,1.4646102692860459,0.9919509,4
OVCH1-AS1,True,0.12531041272306714,1.9045402660947215,2.1593912,10
TMTC1,True,0.207823640313089,1.9946127552304023,2.570957,9
DENND5B,True,0.35642450673015996,1.9957380470572548,2.167708,9
AMN1,True,0.3156944406202458,1.5602929318405347,0.9825394,4
BICD1,True,0.562401673967422,1.7996152283736087,1.3093541,7
FGD4,True,0.919438773818969,1.9917077410184134,1.5130924,7
CPNE8,True,0.8708731861332296,1.7476972447331167,0.8795932,3
KIF21A,True,0.3722234257564718,1.7062692198920537,1.3188037,7
ABCD2,True,0.3716931682768983,1.669987432082123,1.2053529,4
C12orf40,True,0.13447698330202704,1.5013250303494876,1.0850698,4
SLC2A13,True,0.6021246595837837,1.8184847533302417,1.3269607,5
LRRK2,True,1.124033860490425,2.0986790912725555,1.3420485,6
PRICKLE1,True,0.12831463927179182,1.7636439213684607,1.7324743,7
TMEM117,True,0.7762070818766068,2.1384123498276773,2.1150787,10
NELL2,True,1.4699626840299864,3.083970983237937,3.7327917,10
AC008014.1,True,0.6895503714914989,2.249838921556059,2.7153087,10
PCED1B,True,1.3864930118270855,2.1828904449075983,1.4140769,7
SPATS2,True,0.2630272036807292,1.5307755799578309,0.9789381,3
PRPF40B,True,0.16991873748226793,1.5237557011181357,1.0983431,5
BCDIN3D-AS1,True,0.005238643746736717,1.534784007435061,1.2014085,5
ATF1,True,0.28719935088662585,1.4915611179183794,0.909632,4
TMPRSS12,True,0.005017119831410329,1.3737254948652529,0.7225231,4
SCN8A,True,0.03769630279406438,1.5541182015527872,1.2518631,6
TESPA1,True,0.791607131923871,1.828246951252121,1.132097,3
ATP23,True,0.02812762325409785,1.4020845404705062,0.8111538,3
LRIG3,True,0.0011598558588107547,1.1410808729891306,0.82123,3
TAFA2,True,0.5562175464204221,2.2400376021765274,2.840148,10
SRGAP1,True,0.16556216069738228,1.562914448745638,1.172158,4
LINC02389,True,0.005990268984032392,1.3973089886730128,0.83589435,4
MSRB3,True,0.02565613201443533,1.5720324204584948,1.2890273,6
IRAK3,True,1.3753018665592367,2.3660170620878103,1.7406144,7
GRIP1,True,0.20749462802533292,2.2775185541317375,3.4090102,10
IFNG-AS1,True,0.8591599250817847,3.148693253639198,4.981189,10
IFNG,True,0.12696393620799526,1.5870965046122942,1.2690005,5
IL26,True,0.031480178840442095,1.5268433872633127,1.179458,5
LINC02384,True,0.30562633306041576,1.6638912057257422,1.3131623,8
CPM,True,0.2084181096710275,1.4932334277353907,0.98402464,3
LYZ,True,1.860981474799599,2.9792037136737504,2.4453967,9
AC025263.1,True,0.018897727456959064,1.3381641519164902,0.6820068,3
AC025159.1,True,0.4177694990778248,1.6160902833715227,0.946464,3
KCNMB4,True,0.12195416658737265,1.5669136735193572,1.257063,6
AC025569.1,True,0.020518097029728146,1.5440669279371118,1.1762213,7
PTPRB,True,0.012954966420438113,1.3823402418362067,0.7284764,3
PTPRR,True,0.011517229913785534,1.4601531847382165,1.0012472,3
AC090015.1,True,0.024045216346492034,1.46201516524405,0.93143606,5
CAPS2,True,0.14387173058554276,1.6685463277021213,1.5737672,8
GLIPR1L2,True,0.013519321491349984,1.2040199729921213,0.6820423,3
AC107032.2,True,0.029319082894630553,1.4853095014954358,1.0634893,4
NAV3,True,0.03027408805663793,1.4960466087587316,1.048373,3
SYT1,True,0.06416752844086888,1.8683299975318952,2.0931914,9
AC027288.3,True,0.016716255282282967,1.429166262563978,0.9474202,4
PAWR,True,0.1850105791752638,1.7182448601327536,1.6032301,8
LIN7A,True,0.3370623610211891,1.7885457878476534,1.729188,9
TMTC2,True,1.0396310074522457,2.2450078344244475,1.9771852,10
MGAT4C,True,0.05116303775279635,1.3490493759861777,0.6451129,3
LINC02458,True,0.05787257952549857,1.4205097867881755,0.8963588,3
DUSP6,True,0.4037143935395278,1.5157141495073572,0.8048598,3
ATP2B1,True,2.3943360700803344,3.000345035773585,1.5381619,4
AC009522.1,True,0.23385151692521725,1.707856960958005,1.4906125,6
LINC02391,True,0.10349893495828548,1.6143847974572032,1.4161029,8
LINC02397,True,0.07380510768600275,1.6638986219656342,1.5595742,7
C12orf74,True,0.031762522095004034,1.5001300513177842,1.0847609,5
CRADD,True,0.7961534880813357,2.1164883107941757,2.0381148,10
AC012085.2,True,0.08712977744828257,1.3753675047494394,0.7831869,3
AC012464.1,True,0.011793595012040445,1.3055660569940586,0.5902911,3
NTN4,True,0.021187209512989837,1.5749600263924342,1.3101633,5
AC016152.1,True,0.008692483377269715,1.218417844277702,0.7188953,3
IKBIP,True,0.14103772478235396,1.503305296082892,1.1104925,4
ANKS1B,True,0.05715643357189929,1.459661171686573,0.96274513,4
CHPT1,True,0.721589493849407,1.7803247246816842,1.1065236,3
AC068643.1,True,0.013644120104143936,1.5517212697036826,1.2522697,4
C12orf42,True,0.36947590038804246,1.8749151898274483,1.9100572,9
SLC41A2,True,0.13250546847850406,1.6797998939433914,1.5452131,7
C12orf75,True,0.2767056220816194,1.5815547901183462,1.1296773,5
NUAK1,True,0.03738013451421564,1.6792798200066155,1.5904411,9
RFX4,True,0.01411844734629831,1.4066592225951946,0.88315296,4
RIC8B,True,0.3144947640033254,1.5498410402294844,0.9039791,3
CRY1,True,0.9044885795539095,1.7995293558023344,0.93003464,3
BTBD11,True,1.005219209007802,2.318046047346033,2.328929,10
CUX2,True,0.07492288549829511,1.9059545034925591,2.1869578,7
RNFT2,True,0.07974261114673901,1.4892967718024206,1.0411894,3
HRK,True,0.06483616188142591,1.638996952697111,1.4784641,6
AC002070.1,True,0.015016465440604851,1.389913834869838,0.7231499,4
BICDL1,True,0.4157476609415228,1.6924904672163332,1.1444697,3
AC125616.1,True,0.0018805831713009605,1.2041670752922342,0.5950609,4
BCL7A,True,0.10410528316632081,1.5389909788766736,1.2274834,4
PITPNM2,True,0.2596939912942039,1.525574252508563,0.9884766,6
AC007368.1,True,0.020761877640568548,2.0398532910730376,2.6154873,8
LINC00944,True,0.17637746490689518,1.6807107362602873,1.5289843,8
GLT1D1,True,0.5897310124609755,1.8037813840853112,1.3510704,5
ZNF10,True,0.32297127523202424,1.5580710476074326,0.9378598,3
TPTE2,True,0.027563649337582923,1.5803493036930476,1.3397236,5
GJA3,True,0.002840150811535192,1.2482634155968495,0.81410193,5
EEF1AKMT1,True,0.06330253789551801,1.4491839286397044,0.96837527,3
AL136962.1,True,0.4145762997409236,2.3724812702298044,3.4832458,10
MIPEP,True,0.38637865248851827,1.6047013181764858,0.97440296,3
RNF17,True,0.018730112148428138,1.349073505069764,0.71972674,3
ATP8A2,True,0.03551397565172908,1.4305823004085965,0.93076086,4
CDK8,True,0.5832189206116194,1.6720917417194905,0.9775577,4
FLT3,True,0.20916394143003889,1.5397775229656057,0.9687833,4
MTUS2,True,0.04067849382310905,1.7565973512172341,1.7889742,7
KATNAL1,True,0.17667168476006956,1.5139025102174686,1.1054443,5
FRY,True,1.274437727383985,2.0304372098279764,1.0737342,4
STARD13,True,0.08218570314868043,1.5910555592518179,1.3458376,4
AL139383.1,True,0.07891547613985932,1.5554690022023443,1.2576058,5
NBEA,True,0.3386428939963323,1.9530502746624137,2.1309612,10
LINC00571,True,0.06542570247715884,1.684924015742078,1.6452509,9
LHFPL6,True,0.04554403807800319,1.6977706346901982,1.6576618,7
LINC00598,True,0.09272969352081069,1.6495948636871844,1.5146912,9
AL354696.2,True,0.08245928743686057,1.5733898834186961,1.3054342,5
RGCC,True,0.3975025983516717,1.6730323441764106,1.2447956,6
DGKH,True,0.45119563234341664,1.8999626301921722,1.9335475,10
LINC02341,True,0.019479937887218215,1.589135303846302,1.3538162,7
ENOX1,True,0.015077959217719311,1.4279924532242891,0.8841461,3
SIAH3,True,0.010359681045289369,1.4402340848103483,0.9568701,4
LRRC63,True,0.015730230586420774,1.5298518676719894,1.1911688,5
RUBCNL,True,0.38443336023480945,1.8589190080228275,1.7848756,9
CAB39L,True,0.15683654915648185,1.5347356574151902,1.2127082,5
DLEU1,True,1.0011349046101723,2.7442949136913515,3.4861443,10
DLEU7,True,0.15725323586097623,1.7634439146232768,1.8769853,7
AL442636.1,True,0.002380789151114937,1.4622861179459448,0.99342835,5
DIAPH3,True,0.035383009043295874,1.9491387669745497,2.3086152,10
LINC00378,True,0.010984514337075823,1.6385488614020258,1.4881334,5
LINC00355,True,0.008292150749465543,1.3855165210191793,0.8315841,3
PCDH9,True,0.3198861335803852,3.1344333848671586,5.435003,10
PCDH9-AS2,True,0.007602264135530987,1.3890952445804179,0.8077405,4
LINC00383,True,0.002648440050134294,1.4249557232072474,0.8893915,3
KLHL1,True,0.009820965337167729,1.3438632706782419,0.6227818,3
DACH1,True,0.37652237605911865,2.251490319242,3.1061382,10
LINC00393,True,0.024234346322936168,1.6362500792937802,1.4818054,7
AL353660.1,True,0.2821684340012665,1.9264011871902966,2.178193,10
TBC1D4,True,0.4222850219765662,1.6196693199196641,0.9808033,4
AL136441.1,True,0.0392933332789693,1.4826355827544364,1.0306917,4
SLAIN1,True,0.323397418379743,1.5343452802746724,0.83781993,3
OBI1-AS1,True,0.014744298344203979,1.364874802948191,0.73036176,3
NDFIP2,True,0.02726563577379476,1.431449542225111,0.917507,3
AL590807.1,True,0.04938995529233848,1.5441754791606612,1.2353308,5
LINC00377,True,0.009092227897065994,1.3972088839928343,0.85069823,3
AL162493.1,True,0.1724730014359559,2.3398402949352337,3.647145,10
LINC00373,True,0.006799774083921564,1.4252352724488815,1.2532871,6
GPC5,True,0.041925816150881645,2.132305838175111,2.9144683,8
GPC6,True,0.024190910178187246,1.700092085345328,1.6624191,4
DOCK9,True,1.026249704918983,1.9751911545767746,1.2705826,6
CLYBL,True,0.5494544258898,1.8096442177389533,1.4455812,8
FGF14,True,0.017263013110569325,1.8224888749392225,1.9391816,7
CCDC168,True,0.005611491183930495,1.471918036929584,0.9840923,5
MYO16,True,0.13175190226509575,2.20461697977753,3.1835039,10
AL163541.1,True,0.16345059995316685,2.043955704160248,2.5665088,9
IRS2,True,0.9564969337241316,1.765128863789462,0.70203835,3
RAB20,True,0.30994452816943663,1.62149012338253,1.2315391,6
AL355075.4,True,0.2738764248747946,1.5998046204426684,1.1559749,4
TRAV8-1,True,0.0017037095426499736,1.1874127983516893,0.68573,4
AC244502.1,True,0.06651231930481305,1.6874318655909044,1.5983139,7
TRDC,True,0.13957249242273045,1.6472420589323704,1.471162,7
CMTM5,True,0.004289770421361071,1.2965167473247645,0.91358346,5
GZMH,True,0.44274678048889893,1.8272938561120635,1.6815895,7
GZMB,True,0.36986749887439824,1.8782651084039839,1.9048873,8
STXBP6,True,0.013912653443786666,1.5638210362371905,1.2692155,7
NOVA1,True,0.008267903745827514,1.697692446651666,1.6953944,6
AL135878.1,True,0.008908382928535716,1.400882206624246,0.8024158,3
PRKD1,True,0.015757639723886656,1.5680041390119548,1.7068363,6
AL133372.2,True,0.0018286787318003831,1.3552849343300537,1.0499763,3
G2E3-AS1,True,0.16171840825535866,1.3084651692284994,0.5959273,3
NUBPL,True,0.744531905850491,1.808092055658312,1.0589759,4
AKAP6,True,0.28811802098168715,2.304291747024662,3.0309987,10
NPAS3,True,0.020477031778242793,1.67868191234052,1.6060293,4
EGLN3,True,0.12723410564439946,1.7562385088500356,1.8182118,8
AL049828.1,True,0.2639330964892051,1.95813158950789,2.270933,10
LINC02315,True,0.022451838560710514,1.9392483860294938,2.3827755,7
LRFN5,True,0.0037512944073091704,1.4009073867362887,0.8496776,3
AL442163.1,True,0.0050066808920928825,1.218452728763094,0.6590197,3
MDGA2,True,0.014648118639487024,1.4256248362591513,0.94547194,3
RPS29,True,1.693051315298856,2.1477310224855364,0.9661145,3
POLE2,True,0.0550323072572456,1.5208585147033093,1.1706349,4
AL627171.2,True,0.37555010586454235,3.055657170107397,5.7570953,7
L2HGDH,True,0.12860314798290254,1.5465749844064587,1.2500238,7
ATL1,True,0.06297631343092402,1.6510126528395528,1.5381142,8
TRIM9,True,0.01681586550420782,1.4965582082745397,1.0928483,4
GNG2,True,1.699660210669066,2.2060998303475516,1.1267251,4
PTGDR,True,0.2378117381508907,1.5826058705569597,1.1872041,4
GPR137C,True,0.04278633634204702,1.5120894549635526,1.186562,5
AL139317.5,True,0.06082256675683364,1.6238370733160992,1.4735725,6
AL365295.1,True,0.4197760772254232,2.103866514029906,2.7358599,10
SAMD4A,True,0.27210411592693673,1.7679615497924999,1.7920053,9
WDHD1,True,0.1045845702375856,1.4693930655496694,1.0141401,3
