gene,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches
CYYR1,True,0.00890617250085415,1.3769731796316722,0.77697605,5
LINC01695,True,0.00860311767537413,1.6107795498885031,1.377166,7
AF165147.1,True,0.576100774772,2.1569552547391213,2.6114988,10
LINC00159,True,0.019964942817113474,1.6323779553936195,1.4346902,8
EVA1C,True,0.37224253178394384,1.6461132707680737,1.168104,5
C21orf62-AS1,True,0.09165582252874421,1.5289743974234216,1.187076,5
AP000317.1,True,0.03259985431810684,1.3757674871222032,1.1688948,5
CLIC6,True,0.0107971328869962,1.4558357513323372,0.9597978,3
HLCS,True,0.5829428714009365,1.8381388947480037,1.359437,7
KCNJ15,True,0.052718821796746106,1.8341971448110237,2.0082443,6
ERG,True,0.024937731638067246,1.8540975103014528,2.0442305,8
BACE2,True,0.09489428040723506,1.640768851903177,1.3923072,6
ABCG1,True,0.49668747006342506,1.5503799511529386,0.6891256,3
LINC00334,True,0.012855085618341644,1.424952141655431,0.895458,4
PCBP3,True,0.11067281097889084,1.663465527371373,1.5879604,7
AJ011931.2,True,0.005885997484606796,1.3148680132474782,0.5783442,3
COL6A2,True,0.1385526507651886,1.6268671651995015,1.4664724,7
S100B,True,0.02340387179383773,1.1558823654594514,0.5731678,3
CECR2,True,0.03610377540604689,1.3857218105654376,0.829549,3
MICAL3,True,0.43661407301468236,1.6707672908272617,1.0660726,5
CLDN5,True,0.005065408578830867,1.5948464889340674,1.3892864,4
GP1BB,True,0.06744997526082017,2.592605494957825,4.1456776,10
IGLV10-54,True,0.014235213643740021,1.3600662704426196,0.6519536,3
IGLV1-51,True,0.003679498735778293,1.6105190945753272,1.6058071,3
IGLV3-21,True,0.001598614182656416,1.1553314616804986,0.72177887,4
IGLC1,True,0.13028105468303583,3.307396487008495,6.211024,8
IGLC2,True,0.2593025290239571,4.05436049513989,8.622452,10
IGLC3,True,0.16489667085100862,3.8894367986062086,7.9395013,10
IGLC6,True,0.00103783452879164,0.9516826923241604,0.6380398,3
IGLC7,True,0.022428659909672972,1.8745905147060125,2.2873077,3
RSPH14,True,0.010637081122819013,1.3769681912922438,0.78903484,3
GNAZ,True,0.008738309239131792,1.4283702394194742,0.8495397,4
SGSM1,True,0.175743645879632,1.564393245310391,1.1712258,5
TMEM211,True,0.004898919692896639,1.4421421348749548,0.90050894,4
KIAA1671,True,0.06675894848402143,1.3759154449489082,0.7295066,3
GRK3,True,1.4292671309510918,2.2644528760021387,1.6849496,7
MIAT,True,0.36671790144648536,1.5713111357729406,1.0004337,4
TTC28,True,0.29854393846175326,2.081265738370628,2.5302076,10
Z93930.2,True,0.3430308406427336,1.5727217723615863,0.96621126,3
ZNRF3,True,0.15449815844662654,1.5588556484289962,1.139155,5
HORMAD2,True,0.00912374925719944,1.2948683547623785,0.5795356,3
OSBP2,True,0.11315878597982625,1.5782733031526672,1.3335698,6
LIMK2,True,0.5797642223987872,1.6717778592127157,0.9581128,3
SLC5A4-AS1,True,0.044729824908775744,1.4517350640573663,0.9522815,4
SYN3,True,0.045139765931479454,1.9332265792649532,2.3134656,7
TIMP3,True,0.003966555033000791,1.3774383403608441,0.8024641,4
LARGE1,True,0.31587383411983444,2.415178801810808,3.7243683,10
RBFOX2,True,0.048930783472389175,1.5652713926944402,1.2698244,7
IL2RB,True,0.3970577796799181,1.7131402221726924,1.2397631,6
GRAP2,True,0.8748251453123563,1.9535658137536729,1.4964156,8
EFCAB6,True,0.01775820778083122,1.3904980285572823,0.7792754,3
ARHGAP8,True,0.20103185267273233,1.4908402040189068,1.032097,3
TTC38,True,0.293606270936727,1.5580804269956707,1.0789622,4
GTSE1,True,0.016172698145750744,1.3811714022719022,0.76157576,3
LINC01644,True,0.03305528375074147,1.5975856280431664,1.3927002,6
CHKB-DT,True,0.04613936871190785,1.3327190592546867,0.66099715,3
CSF2RA,True,0.4984333695633695,1.585561327812402,0.71627456,3
NLGN4X,True,0.00891849202330045,1.3935278574488978,0.82652706,4
PUDP,True,0.45603745918176425,1.6915894342057687,1.1279761,5
STS,True,0.20450213606216905,1.5366627030883313,1.1683457,4
AC079142.1,True,0.2747976548591481,2.1889220846943185,3.0478423,10
CLCN4,True,0.036201743100686676,1.419339580548226,0.8316162,3
MID1,True,0.033666887564318425,1.7284187883473237,1.7005831,7
AC073529.1,True,0.10582042487111547,1.9993210325822695,2.5047584,10
ARHGAP6,True,0.08699274934363853,1.74795637108928,1.7927814,8
FRMPD4,True,0.013590117860174378,1.3413949541535182,0.62481904,4
GPM6B,True,0.04969270348630937,1.4381334991445214,0.9086097,3
RAI2,True,0.015010513814031231,1.576445288499683,1.341158,5
CDKL5,True,0.2433932255343448,1.524499641354852,1.0089388,4
PPEF1,True,0.015146535315847882,1.3982595605841395,0.7861408,3
MAP3K15,True,0.03075259489530774,1.3905646998165868,0.7582266,3
MAP7D2,True,0.04234194501948903,1.4705822817192409,1.0617104,4
AL807742.1,True,0.02158209657605246,1.438357184426582,0.90970683,4
CNKSR2,True,0.3750970772311703,1.805221258461873,1.5770794,8
PHEX,True,0.1037095189375488,1.5730397761968313,1.3176856,7
PTCHD1-AS,True,0.10197499783084973,1.8233875742208254,1.8962026,8
PTCHD1,True,0.007658147602441959,1.2846827050648033,0.5362799,3
SAT1,True,1.8745044063166851,2.7958311076119116,2.2510717,8
DMD,True,0.17983998067135956,1.6270166786378368,1.3060453,4
LANCL3,True,0.047851529338335266,1.5441976725871351,1.2269179,7
TSPAN7,True,0.005486208558192646,1.3566829578644652,0.72735494,3
AC108879.1,True,0.09590265199009743,1.9857847811729787,2.40939,10
CASK,True,1.5031104441834664,2.1958324184814373,1.4165695,7
Z93403.1,True,0.009860164793480149,1.8159339703014505,1.9553012,6
EFHC2,True,0.05834599171342507,1.4659679385374873,1.0100517,5
AC136489.1,True,0.0031646040548638232,1.3569825433932203,0.70501596,3
MIR222HG,True,0.2829238462040401,1.5164348444144975,0.9574461,3
SLC9A7,True,0.44292110530415485,1.7136861453603192,1.2110529,3
JADE3,True,0.20787583454405495,1.67074623719326,1.3910748,5
GLOD5,True,0.003368743101725287,1.5659521754005894,1.2112515,5
GATA1,True,0.003001759665445505,1.3647837553361584,0.7041785,3
DGKK,True,0.023927699982506604,1.6561843443428408,1.5326536,8
LINC01284,True,0.08738120508062877,1.6010223572173683,1.3962368,7
AC233976.1,True,0.4411158056453489,1.8493423713209498,1.7546198,8
AL158055.1,True,0.0398702960760647,1.5453363367625041,1.2430236,4
MAGED1,True,0.6155442469057069,1.7832199975222154,1.1521903,4
AL050309.1,True,0.5569183618677955,2.2158226478979257,2.769649,10
FAAH2,True,0.637369886905613,2.0946146830859886,2.2950296,9
LINC01278,True,0.7102400603525582,1.884093498480394,1.4842012,7
MTMR8,True,0.2497527053075793,1.5478918982870633,1.1135864,5
ZC4H2,True,0.28014336280673446,1.878214628207855,2.04067,10
ZC3H12B,True,0.23154923001326394,1.9658808387115703,2.3077826,10
AR,True,0.01740216635821343,1.7475177295761188,1.7801244,7
OPHN1,True,0.12476839295384665,1.5125167707550928,1.1136224,5
EDA,True,0.6406091939668747,3.059049979873361,5.2931366,10
PIN4,True,0.21935794649242518,1.50451870110559,1.0633227,3
HDAC8,True,0.7765515754760647,1.905435735409278,1.407053,7
NEXMIF,True,0.1597057466243301,1.9586282975906584,2.3339026,10
ZDHHC15,True,0.03442753659285006,1.5496384158884235,1.2467982,4
CYSLTR1,True,0.23299589982596264,1.637280294156494,1.3883451,7
LPAR4,True,0.010576665227208593,1.4322402435826223,0.83969337,3
HMGN5,True,0.05018445347396836,1.671080481442155,1.5721204,8
RPS6KA6,True,0.015330684645436157,1.4395778941883297,0.96424806,3
HDX,True,0.1735675773120547,1.5889991204681153,1.319248,4
POF1B,True,0.02259023569220119,1.6682404064221514,1.5387598,7
DACH2,True,0.011073954209154909,1.4753695486387985,1.0454966,4
KLHL4,True,0.015616380377613287,1.9766106744510494,2.4412308,10
DIAPH2-AS1,True,0.25373864426496223,1.4218092602673589,0.6219541,3
ARMCX5-GPRASP2,True,0.20536288646832568,1.463394058732545,0.844923,3
ARMCX5-GPRASP2-1,True,0.20536288646832568,1.463394058732545,0.844923,3
LINC00630,True,0.17690305618733668,1.5170044611331817,1.1625338,5
RADX,True,0.09930310766851262,1.476169535530133,1.0401084,3
MORC4,True,0.1862514150984144,1.5074827717707104,1.0700287,4
FRMPD3,True,0.09460563514222128,1.6786924511760106,1.6134442,9
AL109946.1,True,0.03552549452833904,1.4177808274713357,0.8578802,3
VSIG1,True,0.07253850823292653,1.4028431277141666,0.84768945,3
TRPC5,True,0.07230807050690188,1.4269128222897556,0.8598614,4
XACT,True,0.0352707391127398,2.4393620790796033,3.7123978,10
KLHL13,True,0.029606167707422866,1.7901822989515594,1.9368076,9
SLC25A43,True,0.14419027732127346,1.529633931552961,1.1486039,6
RPL39,True,1.2648019936999393,2.020755950375707,1.1502291,4
AC002377.1,True,0.022041156142070074,1.7002292253937576,1.668933,6
GRIA3,True,0.015439442404439726,1.441429441451349,0.9663568,4
TENM1,True,0.4079282551819382,1.6631590637355878,1.133867,4
AL008633.1,True,0.03322664299521137,1.6599266213675303,1.5373576,7
ENOX2,True,0.5261465261721321,1.7231181253904908,1.2308284,6
FIRRE,True,0.0717435048162871,1.496851399046688,1.0928516,5
RAP2C-AS1,True,0.4790838853038877,1.9272214614781595,1.917466,10
MBNL3,True,0.3800412290953147,1.6102535198407821,1.0213063,3
HS6ST2,True,0.008480432981634383,1.4022540920250022,0.862491,4
GPC3,True,0.015142587861734919,1.4772919980441324,1.0783978,3
FHL1,True,0.06379818237582353,1.5455350776284975,1.2214445,5
FGF13,True,0.022215950596604257,1.7225690187132252,1.6902909,7
MCF2,True,0.0901699767017297,1.6585820663801691,1.5764333,9
SPANXA2-OT1,True,0.025452732073590233,1.8266240459874024,1.990902,7
AFF2,True,0.05729218319480648,1.7927492472420101,1.9116856,9
MAMLD1,True,0.05565292303761986,1.6871141568635477,1.6510555,8
TKTL1,True,0.03101914780718702,1.5200539033737797,1.1852186,5
TMLHE-AS1,True,0.23338250629164073,1.571889461674434,1.1253692,3
NLGN4Y,True,0.0967884564546918,1.7362382052511898,1.7604758,9
TTTY14,True,0.37321936582308474,1.8411029186211707,1.9121423,8
TTTY10,True,0.21747441049430805,1.5645780353421428,1.1481996,6
MT-CO1,True,4.3163437776257085,3.040825991923847,0.74050677,3
