names,scores,logfoldchanges,pvals,pvals_adj,-log10_padj,significant
TLR6,5.56127,0.6440658,2.6781842424660448e-08,3.714445678609311e-07,6.43010598854768,True
ALDH3B1,5.5563793,0.6794471,2.7542783616807543e-08,3.817089826424737e-07,6.418267619809463,True
AMPD2,5.5187893,0.50342226,3.4134282271447435e-08,4.7038737402757814e-07,6.3275443439551795,True
SLC15A2,5.5157146,0.6235006,3.473659398263502e-08,4.781474525605207e-07,6.320438153684385,True
SLC25A43,5.458696,0.50009805,4.7964425896134724e-08,6.545659777123142e-07,6.184046571707198,True
SOGA1,5.4566884,0.5707483,4.8509659653157346e-08,6.61513432550377e-07,6.1794613326960155,True
IFI35,5.455827,0.6941935,4.874534402677804e-08,6.642324410737538e-07,6.177679917302433,True
MARCO,5.4435263,0.92209077,5.223600373134268e-08,7.088950584244988e-07,6.149418051023412,True
CDKN1A,5.4321504,0.6388711,5.56789176119528e-08,7.536627453827974e-07,6.122822951989132,True
PLB1,5.4128346,0.77250683,6.203478277950276e-08,8.347555457766837e-07,6.078440686987924,True
PAX8-AS1,5.410522,0.5063689,6.284129183087366e-08,8.446765047013611e-07,6.073309585869992,True
CACNA2D3,5.363391,0.57395244,8.167396642142576e-08,1.0898100054650396e-06,5.962649209188096,True
AC096667.1,5.303272,0.61492467,1.1374530202473886e-07,1.4991688150549032e-06,5.824149460334655,True
CDC42BPA,5.2604747,0.6519104,1.4368387878401556e-07,1.8808918624369648e-06,5.725636172496893,True
ABTB2,5.2454495,0.7842343,1.5590155387226718e-07,2.033554088837794e-06,5.691744271662944,True
MGST2,5.2349777,0.5756845,1.6500474190350826e-07,2.146938698332849e-06,5.66818035582265,True
AP002381.2,5.231221,0.5083595,1.683940386378504e-07,2.188703909156237e-06,5.659812986407013,True
NID1,5.180117,0.5936468,2.2174662987515474e-07,2.852776239037096e-06,5.544732291421261,True
AL627309.5,5.174598,0.84715044,2.284017592804673e-07,2.9342691440591025e-06,5.532500053267511,True
GRB10,5.1704273,0.50127816,2.3355959217312007e-07,2.9931773925519493e-06,5.5238675436598195,True
AC011472.2,5.1322293,0.67960143,2.863301606687884e-07,3.649014697297466e-06,5.4378243874047865,True
CD1D,5.1081204,0.561312,3.2537910152461694e-07,4.132246478820054e-06,5.383813781731575,True
MGST1,5.0882096,0.7454223,3.614594774960284e-07,4.560419970986603e-06,5.340995161133033,True
RUFY4,5.0367146,1.1492707,4.735905779268485e-07,5.916002983856854e-06,5.227971615629804,True
ASGR1,5.0330276,0.7338597,4.827929411233049e-07,6.025020414521507e-06,5.2200414772345844,True
MARC1,5.022307,0.7577879,5.1054574308871e-07,6.35378603971094e-06,5.196967413893104,True
CYBRD1,4.991254,0.5945096,5.998862068485937e-07,7.435298021288648e-06,5.128701619420812,True
IRF5,4.97687,0.7067054,6.462060093425105e-07,7.976993641802774e-06,5.098160754110369,True
SLC43A3,4.974517,0.65960777,6.541058636345286e-07,8.071789856671402e-06,5.0930301531730295,True
ITPRIPL2,4.9497833,0.59719443,7.429621113000865e-07,9.125220213320293e-06,5.039756646183723,True
NAGA,4.928966,0.6856501,8.26659060919033e-07,1.012263241508783e-05,4.994706533476236,True
HGF,4.9227996,0.7389881,8.531491308843283e-07,1.0433047557466522e-05,4.981588812947826,True
ZBTB7B,4.9177017,0.5427613,8.75662711221898e-07,1.0686939277570086e-05,4.971146658232945,True
SIGLEC10,4.9150953,0.6746303,8.87392600810852e-07,1.0822877901458844e-05,4.9656572410285085,True
NHS,4.8340173,0.655045,1.3380503399922492e-06,1.6078128855566748e-05,4.7937644950767755,True
U62317.4,4.810466,1.1884426,1.5057908938245e-06,1.798155057255156e-05,4.7451728612085855,True
MS4A14,4.8022323,1.1427094,1.5690669933543094e-06,1.8670162881586825e-05,4.728851893177553,True
SNCA,4.7988157,0.86072266,1.5960673611044732e-06,1.897293325228477e-05,4.721865521151249,True
OPHN1,4.7901487,0.6303416,1.666576429304211e-06,1.974696144026009e-05,4.704499721873048,True
PRPSAP1,4.7892528,0.5267048,1.6740348367156513e-06,1.9828915552954547e-05,4.702701036790472,True
TLR7,4.7797585,0.92582,1.7550581224878076e-06,2.076175899844093e-05,4.682735854534816,True
ATF3,4.7670755,0.6148703,1.8691935989937216e-06,2.2047810156870515e-05,4.656634539258069,True
SLC19A1,4.7306056,0.5210177,2.2385091298268755e-06,2.625173747542245e-05,4.580841947457377,True
LILRA2,4.7052603,0.7678815,2.535423762717162e-06,2.9572672128492946e-05,4.529109431705603,True
SPOCK1,4.70215,0.5389018,2.5743656668325856e-06,3.000775725214633e-05,4.522766462069802,True
ADAM15,4.6850033,0.58258617,2.799555776548456e-06,3.253939059302954e-05,4.487590584913691,True
FAM214B,4.6684895,0.5269358,3.034225806801132e-06,3.5144208466686155e-05,4.454146233608462,True
FFAR2,4.645935,0.8014114,3.385395445436926e-06,3.901412427532649e-05,4.408778136964818,True
SH2B2,4.580073,0.574921,4.648136048761716e-06,5.291646268140826e-05,4.276409194894412,True
S1PR3,4.5779963,0.510774,4.694508265561108e-06,5.341115854143678e-05,4.272368001647112,True
IQCE,4.4975243,0.53160757,6.874933528457221e-06,7.702156170035591e-05,4.1133876798061095,True
TTC7B,4.483829,0.67393047,7.331548330640391e-06,8.193648868695235e-05,4.0865226512756685,True
SLC46A2,4.4531126,0.8078611,8.463438313477261e-06,9.38982436227891e-05,4.027342531185059,True
USP18,4.444015,1.5155898,8.829543154147323e-06,9.79303360560443e-05,4.00908275517394,True
PTGIR,4.4351096,0.70609283,9.202537482973575e-06,0.0001018512471769,3.9920336486596013,True
SMIM25,4.431487,0.6802878,9.358545337916549e-06,0.0001034527689257,3.9852578808990753,True
AC092546.1,4.4131036,0.763516,1.0189918574992038e-05,0.0001122362954448,3.9498666763919625,True
LINC01482,4.3943915,1.1476707,1.1108349616485664e-05,0.0001219852098148,3.9136928224826413,True
CDKN1C,4.3716955,0.60821116,1.2328540738564724e-05,0.0001348989296179,3.8699914963094435,True
GAS2L3,4.3669786,0.5592532,1.2597710189506978e-05,0.0001377206662622,3.8610008849413906,True
HSPA6,4.352057,0.877799,1.3486610057117208e-05,0.0001468680198454,3.833072760484013,True
LINC00968,4.3513894,0.9964767,1.3527763847524514e-05,0.0001472285710922,3.8320079028814282,True
CYP1B1-AS1,4.347073,0.5098989,1.3796639252420304e-05,0.0001499319457475,3.8241058228974554,True
PLXNA2,4.341736,0.5855481,1.4136136987004856e-05,0.0001534391310383,3.8140638696777125,True
TDRD9,4.337805,0.7931765,1.4391303592467377e-05,0.0001560699563815,3.8066806910023185,True
WLS,4.335698,0.698409,1.4529818219113444e-05,0.000157432171888,3.802906513109678,True
KCNE3,4.324303,0.730801,1.5301492704366867e-05,0.0001653528002576,3.781588445890128,True
ZC3H12C,4.2852135,0.52163213,1.825638782810665e-05,0.0001957240922368,3.7083557125049804,True
SLC37A2,4.243701,0.5448502,2.1986348598491323e-05,0.0002339309142597,3.630912381845244,True
P4HA2,4.2094984,0.5927905,2.559379929661949e-05,0.0002705830872488,3.5676993523949654,True
FUT4,4.2057896,0.56308436,2.601720151693804e-05,0.000274900575266,3.5608243513366404,True
AP000282.1,4.181137,0.8226931,2.9005492573716225e-05,0.0003052415278006,3.515356381373288,True
CALCRL,4.175419,0.5235205,2.9743844726720305e-05,0.0003125622913702,3.505063417992044,True
CAMTA2,4.1554165,0.53433913,3.246954275891238e-05,0.00034022838091,3.468229461568531,True
AC025178.1,4.047904,0.64713687,5.167837041692434e-05,0.0005302719471908,3.275501347617423,True
AC087284.1,4.0248747,0.71360135,5.700566686571327e-05,0.0005815118207781,3.2354414526526054,True
ADAP1,4.0128894,0.5957109,5.998000538639501e-05,0.0006108314349325,3.2140786211466676,True
NCF4,3.9937325,0.56391025,6.504125163915804e-05,0.0006598045596576,3.1805846875368213,True
C5AR2,3.9898999,0.50255656,6.610120131414013e-05,0.000670000019191,3.1739251848595535,True
AL359762.1,3.988091,0.53435665,6.6607087932094e-05,0.0006749407600782,3.1707343437618265,True
CAMK1,3.9506447,0.6088628,7.79409389760701e-05,0.0007832828960634,3.106081356703129,True
CCR2,3.9438524,0.7517807,8.018298625524258e-05,0.0008051515719967,3.0941223548056183,True
SIGLEC5,3.94036,0.60400504,8.135939742674629e-05,0.0008165163984689,3.0880350887068113,True
TTLL4,3.922292,0.5394473,8.771063613152732e-05,0.0008771303259699,3.056935873401916,True
MAK,3.9196188,0.552174,8.86890986899039e-05,0.0008859469708376,3.0525922724265446,True
AC022098.1,3.8964522,0.5365697,9.761206379003792e-05,0.0009700513567144,3.0132052725922587,True
SLC1A3,3.8764303,0.8019698,0.0001060002120684,0.0010488547612649,2.9792846459801496,True
KCNK13,3.8757336,0.74014467,0.0001063038829043,0.0010515752481569,2.9781596448130934,True
ZEB2-AS1,3.818139,0.5611289,0.0001344620695389,0.0013151913968983,2.8810110406585077,True
BTBD3,3.8134148,0.6379821,0.0001370597542634,0.0013380965766328,2.8735125403910136,True
CLEC1B,3.8027172,0.9724894,0.0001431177239519,0.0013964947518971,2.85496069206209,True
DTNA,3.7949035,0.69369,0.0001477009477997,0.0014396810626947,2.8417337079417098,True
CARD6,3.7845554,0.72806877,0.0001539836441178,0.0014973313916991,2.824682070292473,True
AC109927.1,3.7534063,0.5726693,0.0001744477514032,0.0016851312085272,2.7733662782223996,True
FRRS1,3.7283063,0.5059199,0.0001927710879794,0.0018484712054321,2.7331873102622826,True
HORMAD1,3.6882691,0.7928332,0.000225784763762,0.0021481539221355,2.6679346032615356,True
MRAS,3.6614084,0.7848428,0.0002508324498334,0.0023722786812285,2.6248342939711216,True
ADGRB3,3.6536329,0.6809598,0.000258555792947,0.0024415378167328,2.6123365445843687,True
C9orf139,3.642462,0.78346264,0.0002700427772854,0.0025414851353624,2.5949124260553025,True
MYO10,3.6422138,0.5410107,0.0002703033820823,0.0025432838271455,2.5946051704240682,True
AC093849.4,3.641825,0.596654,0.0002707122430702,0.0025464761780043,2.594060382244399,True
Z83844.2,3.630957,0.5840975,0.0002823723884145,0.0026500286636823,2.5767494285493315,True
FCGR2B,3.6070719,0.67148614,0.0003096718114259,0.0028914025433674,2.538891441296077,True
TMEM150B,3.5714881,1.1171317,0.0003549586919187,0.0032882417319458,2.4830362632149527,True
CLTCL1,3.558509,0.55480695,0.0003729657253678,0.0034411188591351,2.463300326223885,True
SLC27A3,3.547172,0.55624825,0.000389390285075,0.0035863295983975,2.4453497994957063,True
NFE2,3.5376248,0.96638054,0.0004037433192218,0.0037129168911653,2.430284771784415,True
PRR16,3.5340536,0.7238618,0.0004092379687479,0.0037603466667246,2.424772115576201,True
LYL1,3.5340059,0.6490983,0.0004093117980446,0.0037603466667246,2.424772115576201,True
HLX,3.523035,0.59140515,0.00042663488997,0.0039096804225822,2.407858740399866,True
UBTD1,3.516546,0.5044546,0.0004372010285457,0.0039994988367411,2.397994425190522,True
AGPAT2,3.4713855,0.50464875,0.000517780010557,0.0046955565328048,2.328312926336727,True
ASRGL1,3.4649856,0.63747287,0.0005302600770145,0.0047992208404576,2.318829265157098,True
NOS1AP,3.4377196,1.671158,0.0005866348353907,0.0052755335651441,2.277733609456019,True
CCDC26,3.413606,0.5773264,0.0006410922653822,0.0057398772028508,2.24109739866383,True
AC108210.1,3.3995967,1.0340254,0.0006748531692582,0.0060127314625176,2.220928191955442,True
TRIM34,3.3430488,0.60208446,0.0008286333434738,0.0072748402505364,2.138176538984291,True
AC020651.2,3.3411145,0.7210673,0.0008344277708135,0.007322198714828,2.135358489114387,True
PRR11,3.3374708,0.6248443,0.0008454460564018,0.0074100026605278,2.1301816360891825,True
VSTM1,3.3237305,1.1528602,0.0008882202368056,0.0077718739869285,2.1094742496606838,True
LINC02458,3.3217158,0.7387293,0.0008946577311801,0.0078207230998147,2.1067530904515284,True
CARD9,3.3192563,0.86113703,0.0009025758071011,0.0078842904810761,2.103237383377315,True
TMEM51,3.3074043,0.95928097,0.0009416485675688,0.0082016240371075,2.086100142674955,True
LOXL3,3.2949646,1.0125626,0.0009843411034133,0.0085597217215563,2.0675403541028725,True
PLPPR2,3.2860038,0.6342024,0.0010161962479549,0.0088157854637112,2.0547389871243316,True
GPBAR1,3.2571986,0.76373184,0.0011251767377507,0.009694584222791,2.0134708120230904,True
STK32B,3.232792,0.74298245,0.0012258682778227,0.0105225152055789,1.97788043800149,True
AL163541.1,3.230918,0.6909359,0.0012339338771796,0.0105818214242393,1.975439571770307,True
ZNF467,3.228352,0.683923,0.001245056859788,0.0106672111716064,1.9719491073883335,True
DSC2,3.2126877,0.7498178,0.0013149916428674,0.0112191163451261,1.9500413482089665,True
ARL11,3.2070832,0.6719645,0.0013408816460332,0.0114240244707782,1.9421808752884402,True
C2CD2L,3.2023513,0.52722317,0.001363105977132,0.0116079669309002,1.9352438377987855,True
LINC01146,3.2008336,0.5554144,0.0013703070222495,0.0116584396376932,1.9333595715398078,True
LIPC,3.165505,0.59660876,0.0015481398383439,0.0130651294035573,1.8838862844462185,True
PLOD1,3.1426852,0.5627786,0.0016740581395706,0.0140468138391621,1.8524221731959565,True
PROK2,3.1110766,0.57514316,0.0018640661822198,0.0155343092749156,1.8087080526608095,True
FBXO6,3.0793352,0.6054471,0.0020746303419225,0.017106002510635,1.7668514685658203,True
CMKLR1,3.0553267,0.6779419,0.0022481550570337,0.0184329577156119,1.7344049731635605,True
SLC16A5,3.0384195,0.5681884,0.0023782268366381,0.0194341327188644,1.7114348357281493,True
STARD13,2.9839988,0.5508806,0.002845078047437,0.0230076671706237,1.6381274137644855,True
AP001610.2,2.9559765,1.7331144,0.0031168076628416,0.0250666396984543,1.6009038813681313,True
TNFRSF8,2.9553926,0.78364974,0.0031227129613115,0.0251031006143122,1.6002726332392267,True
LINC01503,2.9550307,0.5807815,0.0031263787536598,0.0251270506725307,1.5998584844203476,True
RETN,2.9428673,0.77285165,0.0032518774936688,0.0260670101063889,1.5839087796779605,True
GMPR,2.9399445,1.1943992,0.0032827096368071,0.0263078768986378,1.5799141989842653,True
KCNC3,2.8744555,0.67351735,0.0040472482175094,0.0319804257359804,1.495115759052688,True
FCGR1A,2.837662,1.0567597,0.004544529548469,0.0356710971485127,1.4476835327077042,True
PTGS1,2.8337688,0.68924534,0.0046002611710814,0.036093067336067,1.4425762082557703,True
CEBPA,2.8208163,0.53623456,0.0047901620719456,0.037502614330542,1.425938456278868,True
RENBP,2.8084002,0.725762,0.0049788324433225,0.0388219527605559,1.4109226232030827,True
HLX-AS1,2.8067238,0.71664524,0.0050048131819676,0.0389996098090692,1.4089397380662148,True
ICA1,2.8044572,0.63004965,0.005040137830565,0.0392665144181593,1.4059776481602981,True
ADGRD1,2.7963824,0.73258847,0.0051678220357708,0.0402184678569524,1.3955744780939585,True
SH3PXD2B,2.768803,0.73637044,0.0056262682545822,0.0434812171423067,1.3616983074838787,True
AC010983.1,-2.8015394,-0.83867866,0.0050859434949755,0.039606514438213,1.402233375895569,True
IGHG1,-2.8498833,-0.81109554,0.0043735258578922,0.0343946574281482,1.463509011779311,True
P2RX5,-2.8665633,-0.51089156,0.0041495527103417,0.0327393357946151,1.4849301356650546,True
MIR155HG,-2.9604104,-0.5203454,0.0030722941630072,0.0247195072895639,1.6069601898759445,True
AC010275.1,-2.9607773,-0.50130785,0.0030686372318915,0.0246955126043233,1.6073819547659065,True
APBB2,-2.965121,-0.5002557,0.0030256394405386,0.0243762776058015,1.6130326128557295,True
POU2AF1,-2.990018,-0.5649206,0.002789611095865,0.0225808045351427,1.6462605885869415,True
STEAP1B,-3.000257,-0.5441159,0.0026975191485854,0.0218820696714039,1.659911603528693,True
MIR3681HG,-3.0761333,-0.6061482,0.0020970406732703,0.0172651151862598,1.762830519857814,True
GPRASP1,-3.084706,-0.5139031,0.0020375337307131,0.0168228676015864,1.774099973021097,True
ARHGAP42,-3.1603098,-0.5294796,0.0015760146200875,0.0132789390215984,1.876836623422266,True
RAPGEF5,-3.195517,-0.9693415,0.0013958057365568,0.0118533377642036,1.9261593400787855,True
ANGPTL1,-3.2085385,-0.6399393,0.0013341147916883,0.0113716663927775,1.9441758895638184,True
GPT2,-3.26025,-0.8277287,0.0011131404207305,0.0095953962645215,2.017937085343156,True
CXCR5,-3.2813578,-0.6305369,0.0010330864899439,0.0089474677279785,2.0482998593627846,True
COL9A3,-3.466346,-1.0451642,0.0005275838138761,0.0047761798594309,2.320919327086479,True
MACROD2,-3.4950252,-0.605207,0.0004740169148319,0.0043200929033281,2.364506913608952,True
EBF1,-3.6565,-0.59161156,0.0002556823152388,0.0024150266890472,2.6170780653920223,True
GCNT4,-3.678925,-0.501825,0.0002342191722734,0.0022237758558706,2.652908989331112,True
CD22,-3.7952566,-0.5370755,0.0001474908061177,0.0014380157151613,2.8422363677983786,True
ANKRD30BL,-3.859863,-0.7859329,0.0001134506450184,0.0011183428651547,2.951425028635116,True
HOOK1,-3.900027,-0.667844,9.61819147641319e-05,0.0009568780272579,3.0191434179858057,True
LINC01362,-3.957601,-0.87564623,7.570626309276422e-05,0.0007618710298208,3.1181185401796743,True
GLRA3,-3.9629254,-1.1469482,7.403689056929105e-05,0.0007458916134672,3.1273242758691095,True
FBXO10,-4.096514,-0.6058798,4.194180147712402e-05,0.0004343836660623,3.3621265136963285,True
HRK,-4.159581,-1.1054906,3.188313738980689e-05,0.0003343156238707,3.4758433266611695,True
CELSR1,-4.3866525,-0.82339674,1.1510840481688734e-05,0.0001262914485822,3.898626055298155,True
AL133259.1,-4.408074,-0.72475255,1.0429393194529586e-05,0.0001148394164599,3.9399090229753337,True
ADAMTS6,-4.6319714,-0.5008813,3.6220026741380058e-06,4.16621369818118e-05,4.3802584574894174,True
LSR,-4.676983,-0.60168374,2.911266151284924e-06,3.3762754246888314e-05,4.471562132383022,True
RASSF6,-4.725011,-1.029101,2.301030068458669e-06,2.693316326691901e-05,4.569712636239822,True
NIBAN3,-4.8227572,-0.582468,1.415873055544294e-06,1.6957581710070908e-05,4.770636081610874,True
TNFRSF13C,-4.845347,-0.9082066,1.2639057975029091e-06,1.5212172342783292e-05,4.817808762993837,True
LINC01725,-4.8509884,-0.6460133,1.2284763991646147e-06,1.4795480317809828e-05,4.829870931416605,True
CNR1,-4.883747,-1.2804949,1.0408846601894316e-06,1.2631770373870486e-05,4.898535777732771,True
E2F5,-4.989814,-0.6712741,6.043752887836809e-07,7.485868001614722e-06,5.125757835073021,True
IGF2BP3,-5.023187,-0.84220195,5.082101048122487e-07,6.329022812600583e-06,5.198663338933023,True
AC108879.1,-5.0978975,-1.0828326,3.434466741175981e-07,4.345140587410373e-06,5.361996167351379,True
AP001636.3,-5.1172523,-0.897727,3.100186131307979e-07,3.9440358912757504e-06,5.40405914157259,True
ZC3H12B,-5.171772,-0.54659307,2.318842904850686e-07,2.9727484819768813e-06,5.526841833987256,True
FAM111B,-5.1981,-1.00947,2.0133586682324018e-07,2.599327711321839e-06,5.585138963189782,True
DCLK2,-5.233364,-0.9291118,1.6645260019426298e-07,2.164238586042706e-06,5.6646948642261705,True
TOX2,-5.2395453,-0.6987686,1.6097280872074059e-07,2.096713797860436e-06,5.67846084683211,True
BACE2,-5.2396064,-0.8788868,1.60919513829835e-07,2.096713797860436e-06,5.67846084683211,True
AC005237.1,-5.284685,-0.5330991,1.2592113620360464e-07,1.654285537038095e-06,5.781389527155108,True
AP002075.1,-5.4374695,-0.9001357,5.4042538343995487e-08,7.323254150050274e-07,6.135295893618288,True
ACSM1,-5.44531,-1.0243794,5.1715260122973124e-08,7.020883663801703e-07,6.153608223174919,True
TXNDC5,-5.498699,-0.533594,3.826028503442009e-08,5.25465175438953e-07,6.279456061016999,True
BTLA,-5.6249657,-0.5534398,1.855448369493245e-08,2.5959963980054384e-07,6.585695914463135,True
TSBP1-AS1,-5.7827315,-0.8448363,7.349741090932883e-09,1.058669317863969e-07,6.975239673371168,True
CTLA4,-5.7876096,-0.65536755,7.139517849448966e-09,1.0287932787704002e-07,6.987671881708405,True
TTC28,-5.847206,-0.5565564,4.998974461899961e-09,7.304090390419182e-08,7.136433860909496,True
CD200,-5.8494353,-1.0507933,4.932448810264455e-09,7.212647179564096e-08,7.141905311635814,True
RASGRP3,-6.0504856,-0.5898101,1.4440980409561891e-09,2.1859153183224764e-08,7.660366666493186,True
MYEF2,-6.2325845,-0.50690436,4.5880222976576785e-10,7.170205128803104e-09,8.144468419641413,True
FCRL5,-6.248648,-0.8926484,4.1401983555315054e-10,6.498087479022669e-09,8.187214446361134,True
AL079338.1,-6.3718066,-1.1181585,1.8681419663677115e-10,2.99500061809131e-09,8.52360308364742,True
GNG7,-6.471545,-0.5307246,9.700580439582604e-11,1.5907300388403355e-09,8.79840351777012,True
ABCA9,-6.57723,-1.0335577,4.7929261517012106e-11,8.003005934234306e-10,9.096746861076271,True
ZNF10,-6.708967,-0.5445524,1.9600670301730625e-11,3.34142586732018e-10,9.476068169665506,True
GABRB2,-6.9492884,-1.2410133,3.671337337329274e-12,6.482133038282139e-11,10.188282059820486,True
CNR2,-7.003728,-0.74384755,2.49239945127045e-12,4.4348231558556016e-11,10.353123693525005,True
RUBCNL,-7.0248046,-0.5196853,2.1436585724928343e-12,3.8310570025297956e-11,10.416681386074877,True
ABCA6,-7.0291166,-0.97874546,2.078450034772811e-12,3.7163336454674956e-11,10.429885302783669,True
PCDH9,-7.0357256,-0.95840174,1.9822658863353934e-12,3.5460857138690966e-11,10.450250771101013,True
SGSM1,-7.11646,-0.8282402,1.1073423031238818e-12,1.9994985513881205e-11,10.699078906171307,True
DMD,-7.1438003,-0.8241546,9.078537264411561e-13,1.647414687232164e-11,10.783197066459989,True
RIC3,-7.2403917,-0.6035891,4.4739128425473853e-13,8.266011304900396e-12,11.082704005096835,True
MROH9,-7.322248,-1.166732,2.438511737155764e-13,4.57702400469939e-12,11.33941680986216,True
BCAS4,-7.333586,-0.54077226,2.2407421087883357e-13,4.212295938559932e-12,11.37548112467348,True
STAP1,-7.362727,-0.73339236,1.8019053028642578e-13,3.401316967000242e-12,11.468352894499251,True
FCRL2,-7.3885846,-0.9219987,1.483997998019879e-13,2.8142907111671294e-12,11.55063104274542,True
CD79A,-7.401438,-0.7649807,1.347175429793354e-13,2.565450983655908e-12,11.590836278701492,True
KLHL14,-7.4603624,-0.9484854,8.628477630106005e-14,1.664791300682709e-12,11.778640202183363,True
FCER2,-7.561309,-0.94335485,3.9903408178528573e-14,7.835325336600452e-13,12.10594296614409,True
AL592429.2,-7.6367817,-0.7878086,2.2271847214549247e-14,4.439933986381901e-13,12.35262348699421,True
APOD,-7.759336,-1.0669816,8.537526737505681e-15,1.7340844401745025e-13,12.760929758642412,True
IFNG-AS1,-7.7742267,-0.513979,7.590961843243048e-15,1.548700080404341e-13,12.810032679101326,True
PAWR,-7.9141684,-0.85719687,2.489117400359716e-15,5.1852126334983476e-14,13.285233429504153,True
IGHD,-7.988098,-0.8824086,1.3703632046968734e-15,2.8942102513046886e-14,13.538469922538097,True
ABCB4,-8.224409,-1.061386,1.9615546326506821e-16,4.258295439480878e-15,14.370764210609016,True
SDK2,-8.294543,-0.78565955,1.0900339506223256e-16,2.390433350912387e-15,14.62152336062098,True
QSOX2,-8.408122,-0.66766846,4.166260332626477e-17,9.275504527643652e-16,15.032662458250673,True
COL19A1,-8.546599,-0.8749221,1.267684947144878e-17,2.881896692574514e-16,15.540321591408556,True
MICU3,-8.762123,-0.6678993,1.9160640599828817e-18,4.4897478015002213e-17,16.347778053538537,True
DLG2,-8.7659,-0.63777643,1.852910898832112e-18,4.3473328082150073e-17,16.36177711130705,True
AC233976.1,-8.84957,-0.5153534,8.785699855870482e-19,2.097605025211789e-17,16.678276285217713,True
PKIA,-8.892379,-0.55165696,5.98143762131404e-19,1.4441068494572236e-17,16.840400672131405,True
AKAP6,-8.954449,-0.96572745,3.414375161501428e-19,8.31058452908787e-18,17.080368428823643,True
SGCE,-8.968385,-0.69603646,3.008949155892864e-19,7.337145106917702e-18,17.134472891786547,True
IFT57,-9.040939,-0.53456736,1.553307474057961e-19,3.813052103151939e-18,17.418727260302838,True
HIP1R,-9.245438,-0.5947261,2.342794455476545e-20,5.938270073746331e-19,18.226340054488293,True
AL109930.1,-9.442906,-0.6766741,3.625812165382744e-21,9.485943607231869e-20,19.022919461503758,True
DENND5B,-9.493108,-0.70350814,2.242472905606763e-21,5.921843493370357e-20,19.227543074633953,True
JADE3,-9.616201,-0.9553561,6.8306915254774515e-22,1.8369591515356367e-20,19.735900500994088,True
FCRL1,-9.658853,-0.8752027,4.508876015428907e-22,1.2215349447869241e-20,19.91309410453086,True
PTPRG,-9.692935,-1.0376554,3.2310662344011484e-22,8.7860516526981e-21,20.056206247870627,True
CNKSR2,-9.776193,-0.64543104,1.4246910363951802e-22,3.932512565844645e-21,20.40532988096958,True
SLC9A7,-9.799977,-0.557038,1.1261099378820145e-22,3.1201173229689335e-21,20.50582907528924,True
GPM6A,-10.312885,-0.9659326,6.162288591415926e-25,1.8548184599869602e-23,22.731698590460848,True
CCDC141,-10.644887,-0.6679844,1.8420771993850603e-26,5.842449529869376e-25,24.233405030582105,True
ABCG1,-10.84515,-0.54431397,2.102916129350706e-27,6.872217254496892e-26,25.16290311941288,True
IGKC,-10.893628,-0.6267401,1.2361516779472722e-27,4.0687398888982107e-26,25.390540073338403,True
CHMP7,-10.895626,-0.5664456,1.2093220762321906e-27,3.984014159511648e-26,25.399679126727545,True
AC120193.1,-10.966574,-0.7262149,5.532935725068359e-28,1.8460435776957794e-26,25.733758051235657,True
STRBP,-11.176546,-0.51178384,5.311747187708497e-29,1.839311814733384e-27,26.73534463947386,True
AGPAT5,-11.593714,-0.62017286,4.434755895568138e-31,1.6346072561298026e-29,28.786586577550988,True
SNED1,-11.753608,-0.5156277,6.766688221275751e-32,2.5393853354669592e-30,29.595271392718534,True
ADAM28,-11.907104,-0.7157143,1.0868800877681472e-32,4.156833656468334e-31,30.38123735425812,True
FAM3C,-11.957251,-0.51923555,5.94995934189538e-33,2.2923627565548715e-31,30.63971665603094,True
PAX5,-12.024011,-0.90776503,2.657525675508523e-33,1.030382386115333e-31,30.987001573973295,True
LINC00926,-12.2083645,-0.9631403,2.8046976647990652e-34,1.1146008602531007e-32,31.952880626089588,True
BX284613.2,-12.26551,-1.2341633,1.3873681822929983e-34,5.54356581223865e-33,32.256210792237006,True
ROR1,-12.329326,-1.1769624,6.297115512993202e-35,2.521670950668099e-33,32.59831158454819,True
ACSM3,-12.483982,-0.94642234,9.130320630463936e-36,3.7632755112118303e-34,33.424433985608125,True
MS4A1,-12.817894,-0.94124144,1.3018951195543972e-37,5.5862442286999396e-36,35.252880081012734,True
OSBPL10,-12.863903,-0.8913219,7.185512081699715e-38,3.1013788644138124e-36,35.50844517711196,True
NELL2,-12.92995,-0.500438,3.050168142706722e-38,1.321174014097145e-36,35.879039976946416,True
BANK1,-13.089645,-0.83238065,3.773639265514539e-39,1.6884959750256434e-37,36.77249997028248,True
COBLL1,-13.274072,-0.8751748,3.2730004875108587e-40,1.5087542927378454e-38,37.8213814812295,True
BLK,-13.460275,-0.9287383,2.6791735543907286e-41,1.2735120943409746e-39,38.894996926255445,True
GNB5,-13.803845,-0.5451125,2.4161418900012717e-43,1.2147418862079194e-41,40.91551599309796,True
RALGPS2,-13.938761,-0.57978725,3.682812545915425e-44,1.8757007233647544e-42,41.72683645410178,True
FAM102A,-13.988998,-0.56882405,1.819562562150929e-44,9.314378928291768e-43,42.03084609804183,True
IGHM,-14.343816,-0.872329,1.1647080326667903e-46,6.362608761736895e-45,44.19636478080945,True
RAB30,-15.684006,-0.77489305,1.9458734935825393e-55,1.2925756032416426e-53,52.888544045440675,True
PLEKHG1,-15.821439,-1.03252,2.213759492206028e-56,1.4977044579340632e-54,53.824573877525374,True
