names,scores,logfoldchanges,pvals,pvals_adj,-log10_padj,significant
DPYSL2,14.5000305,0.6391183,1.210967434960985e-47,6.8083900287261165e-46,45.16695557300695,True
CTSZ,14.468311,0.61707544,1.921317169716108e-47,1.0752619224583988e-45,44.968485733308455,True
DOCK4,14.459439,0.5326608,2.1857171053408468e-47,1.2213653705737457e-45,44.91315439773621,True
TBC1D2,14.443812,0.717009,2.74242924237211e-47,1.5301166570131345e-45,44.81527545704794,True
NFAM1,14.424663,0.8246518,3.620352269047649e-47,2.010751341417496e-45,44.696641632897695,True
CD14,14.406682,0.62613064,4.697436848274383e-47,2.6010724067124162e-45,44.584847558070194,True
NHSL1,14.360948,0.8946458,9.09744486846038e-47,4.999633327785561e-45,44.301061845575724,True
NLRP12,14.358723,0.85745484,9.394272634520596e-47,5.155019080900874e-45,44.28776972287035,True
RSAD2,14.351893,1.7893409,1.0366775123194418e-46,5.680154734790999e-45,44.24563983338219,True
LATS2,14.346262,0.50874114,1.1243631073980472e-46,6.15139224123706e-45,44.211026579467294,True
S100A11,14.300884,0.50611365,2.1604712806835287e-46,1.1714875458414493e-44,43.931262324054714,True
FAM198B-AS1,14.273926,1.0841178,3.1815190942362994e-46,1.7200410689533646e-44,43.764461183437284,True
PDGFC,14.223525,0.76716655,6.546998678956404e-46,3.5291119094032884e-44,43.45233456978803,True
HLA-DRB5,14.180861,0.5697734,1.2036036596753105e-45,6.45939846741584e-44,43.18980792386958,True
CCDC200,14.126315,0.8023929,2.614708221941269e-45,1.3829614975617396e-43,42.859189910728894,True
SIGLEC1,14.096202,2.505237,4.007673547914698e-45,2.1105735183773506e-43,42.67559951530796,True
NPL,14.0933895,0.7891313,4.1705448903636265e-45,2.193191286382171e-43,42.658923488250736,True
INSR,14.089579,0.676351,4.4018302348454143e-45,2.3114976818590675e-43,42.63610653776833,True
AQP9,14.02339,0.5372058,1.1212887524148207e-44,5.7884752647580895e-43,42.23743581819084,True
VCAN-AS1,13.9387245,0.60890794,3.6846775227432544e-44,1.8757007233647544e-42,41.72683645410178,True
FGD6,13.870624,0.70463604,9.544337704080628e-44,4.831705453762864e-42,41.31589954866351,True
RASSF4,13.842204,0.8050981,1.4179074283953445e-43,7.158183418854896e-42,41.145197177589495,True
MBOAT1,13.839075,0.55224454,1.4809893665195841e-43,7.466348733331031e-42,41.126891729193495,True
RCBTB2,13.771564,0.54296654,3.7794585155806856e-43,1.8923660893128408e-41,40.72299484299309,True
LINC02432,13.760825,1.355357,4.3849327376941846e-43,2.1925262722997926e-41,40.659055193927045,True
PTPN18,13.741683,0.5292109,5.713214719513158e-43,2.852788157556632e-41,40.54473047700049,True
FAR2,13.648368,0.55179703,2.0645068066139318e-42,1.01155306062753e-40,39.99501133154533,True
CYFIP1,13.595184,0.5775598,4.276806968832912e-42,2.0760664703747133e-40,39.68275874559487,True
OAS1,13.481094,1.2581059,2.0208719535461319e-41,9.630981037987237e-40,39.016329472202166,True
ARHGEF11,13.47425,0.72362405,2.2172638906074735e-41,1.0553195794554503e-39,38.97661600427437,True
DGKG,13.358953,0.56449217,1.050307487361418e-40,4.9285005570404194e-39,38.30728519002368,True
CSF1R,13.356172,0.8891076,1.0902880349360006e-40,5.109556000856923e-39,38.29161683660804,True
LDLRAD3,13.3336,0.77216446,1.4760008870948844e-40,6.873169016356217e-39,38.16284297633416,True
TGFBI,13.286148,0.5946575,2.785512297815685e-40,1.2856561867888006e-38,37.890875155940485,True
PPM1F,13.267827,0.61027366,3.5574653696808277e-40,1.6337112922921955e-38,37.78682468907815,True
TMEM144,13.244886,1.0693886,4.830143632930647e-40,2.2126168599361027e-38,37.655093782648144,True
HSH2D,13.209606,0.5081695,7.722754475169186e-40,3.528845649758644e-38,37.45236733708466,True
KIAA0513,13.178768,0.6498912,1.1627341302969828e-39,5.280053585980133e-38,37.27736166989471,True
CD68,13.17013,0.6576052,1.3037302873987571e-39,5.905672308054692e-38,37.22873065468755,True
OAS2,13.141336,0.98791826,1.9082721955676663e-39,8.612166538837504e-38,37.064887580543996,True
SLC8A1-AS1,13.14101,0.7985759,1.916497203579156e-39,8.638634747315357e-38,37.063554888141205,True
PTAFR,13.130553,0.6297828,2.2004299328438292e-39,9.894095328257616e-38,37.00462390958364,True
GCNT2,13.106501,0.59618366,3.0222659711627425e-39,1.3572755436874546e-37,36.86733197624947,True
PRKCD,13.080591,0.5711739,4.2512087845899445e-39,1.8952313364771808e-37,36.722337771435456,True
BCL2A1,13.047628,0.64921767,6.555641708653836e-39,2.897862828242018e-37,36.53792217592057,True
IFI6,13.016525,1.1320758,9.855431402407731e-39,4.335560634128911e-37,36.36295473565823,True
LPAR1,12.979964,0.8231928,1.5895529133457056e-38,6.967571997768405e-37,36.15691853491147,True
PML,12.963746,0.68616354,1.9641720826693131e-38,8.55841219021185e-37,36.06760680085937,True
ALDH2,12.838971,0.6841475,9.918435377360442e-38,4.265859615120676e-36,35.369993440818526,True
FBN2,12.812137,0.92037714,1.4021937586740538e-37,6.009566014195438e-36,35.22115688980184,True
NOD2,12.740937,0.6889691,3.5016433021949403e-37,1.4850943974928969e-35,34.828245940281235,True
LINC00937,12.724508,0.6796771,4.321877448004452e-37,1.8266170493580936e-35,34.738352493032366,True
GRAMD1B,12.715822,0.5417993,4.830011780689407e-37,2.0390226203577045e-35,34.69057795625127,True
ARHGAP27,12.715253,0.67913526,4.865306370150487e-37,2.0515562033856907e-35,34.68791658082433,True
OASL,12.642784,1.75073,1.2263289519316716e-36,5.123843147220447e-35,34.29040417349005,True
KIAA0930,12.627935,0.7240785,1.4811299033144095e-36,6.160322226273945e-35,34.21039657071987,True
UNC93B1,12.601539,0.612627,2.0706643931694968e-36,8.592787693242261e-35,34.06586591842891,True
LY86,12.577426,0.7393858,2.8103960676058597e-36,1.1622972482535827e-34,33.9346827903901,True
KIAA1958,12.393201,0.50411445,2.844588604403162e-35,1.1581177698527266e-33,32.936247274635775,True
BLVRA,12.39217,0.6043627,2.8814082784126725e-35,1.1718047155353579e-33,32.931144758652394,True
MLKL,12.365023,0.62061465,4.040989601923114e-35,1.6289015464756378e-33,32.78810516438057,True
CDH23,12.336381,0.5466041,5.769151349445052e-35,2.3127788449182727e-33,32.63586589382844,True
FPR1,12.271278,0.57163846,1.2919717227556672e-34,5.168028090118053e-33,32.28667513445761,True
IRF9,12.208048,0.5089116,2.815654981676218e-34,1.1177417351879746e-32,31.95165853271068,True
TCIRG1,12.178798,0.5336589,4.031802570317097e-34,1.5918878735294075e-32,31.798087525557136,True
CASP1,12.173511,0.59701055,4.301749980453959e-34,1.696641713734864e-32,31.77040985961293,True
NAGK,12.172067,0.5466465,4.378523140781817e-34,1.725062706951079e-32,31.763195113467315,True
DOK3,12.053445,0.6693493,1.8600980028199378e-33,7.242707127788567e-32,31.140099075942032,True
LGALS9,12.029027,0.7713316,2.50089622983744e-33,9.706818972246035e-32,31.01292306969469,True
PFKFB4,12.022624,0.8905424,2.7025109375699948e-33,1.0467153738200994e-31,30.980171397007155,True
LIN7A,11.957519,0.635384,5.930784795440249e-33,2.287383080062261e-31,30.64066109572338,True
KCNE1,11.954314,0.70740205,6.164003500075737e-33,2.3723311472794118e-31,30.624824689085905,True
NHSL2,11.93173,0.75248086,8.08746223294403e-33,3.096330598200674e-31,30.509152675473292,True
LST1,11.874238,0.6127753,1.610944391060984e-32,6.13550214955495e-31,30.21214988740212,True
TTYH3,11.79209,0.5354524,4.287631277478367e-32,1.6178514679070693e-30,29.79106135270482,True
HK3,11.739716,0.90213615,7.97538419658677e-32,2.9786432344823717e-30,29.525981511076424,True
SH3RF1,11.724916,0.76245886,9.499475592962076e-32,3.5442436919266555e-30,29.45047642492818,True
PYGL,11.6215315,0.7056641,3.2034186251704703e-31,1.185524015165464e-29,28.926089644091356,True
AC020916.1,11.534933,0.51458615,8.795523106349331e-31,3.2096205505034084e-29,28.493546307957516,True
CTIF,11.512169,0.74775356,1.1456015392621942e-30,4.1680081449836556e-29,28.38007144102379,True
TSHZ3,11.450023,0.642231,2.350852412501823e-30,8.460525973449284e-29,28.072602636929524,True
NBEAL2,11.426879,0.5270935,3.0694241705098653e-30,1.1024925815979547e-28,27.95762432411129,True
PPARGC1B,11.328527,0.6923813,9.478441383952952e-30,3.3583778615107643e-28,27.47387044162953,True
LAT2,11.279391,0.55757695,1.6589026094799952e-29,5.827014818577476e-28,27.23455387746189,True
SASH1,11.223278,0.9725673,3.134316063542096e-29,1.0936044064986103e-27,26.961139748518715,True
ACPP,11.219877,0.8388856,3.257221592324379e-29,1.135405404768234e-27,26.944849042772724,True
FCGR3A,11.179385,0.60969955,5.144524559472922e-29,1.78309416099686e-27,26.748825722151857,True
SIPA1L2,11.07773,0.7202402,1.6090075769270194e-28,5.473167873894596e-27,26.261761230902266,True
MITF,11.047202,0.7135963,2.261529102458063e-28,7.614924257503916e-27,26.118334412053702,True
PLD1,10.937569,0.56240666,7.621656294906289e-28,2.5245270773743442e-26,25.597819966821852,True
IFITM3,10.929968,1.0574422,8.28774472951645e-28,2.742674004023793e-26,25.56182580984618,True
PLCB2,10.820776,0.5011908,2.7444443066848955e-27,8.912990778081088e-26,25.04997654282376,True
HERC6,10.812177,0.5372812,3.014321367352415e-27,9.780778046672494e-26,25.009626596343647,True
UGGT2,10.708149,0.59924704,9.32071366062665e-27,2.989898691433795e-25,24.524343526891847,True
AP000763.3,10.680175,0.84583485,1.2603370767193951e-26,4.014760430374811e-25,24.396340364923393,True
HELZ2,10.676541,0.97964245,1.310646431434196e-26,4.17138869886287e-25,24.37971933978591,True
SIRPD,10.599331,0.910309,3.00118270079067e-26,9.477678001004254e-25,24.023298050306646,True
GK,10.512472,0.5446352,7.568283181003469e-26,2.3615237230000683e-24,23.626807687302495,True
SLC2A6,10.508328,0.7768453,7.90830252262042e-26,2.4634194096206805e-24,23.60846164103248,True
GSN,10.477782,0.63293713,1.0927657737312979e-25,3.380923084052345e-24,23.470964709314565,True
SMCO4,10.4691725,0.83161664,1.1968500577698024e-25,3.690472532808133e-24,23.43291802266145,True
PRKACA,10.42404,0.5399029,1.9259508545118944e-25,5.903829750920424e-24,23.228866174779508,True
ARHGEF10L,10.4011135,0.6542552,2.4505191710408952e-25,7.486765624312841e-24,23.12570576239231,True
CD300LF,10.364509,0.7385059,3.5960330539264867e-25,1.0940848362989472e-23,22.960949001121413,True
ST3GAL6,10.344098,0.6695824,4.450869078339982e-25,1.3485617478172325e-23,22.87012916332133,True
SPRED1,10.327099,0.74877095,5.3143746577345145e-25,1.6075324532871158e-23,22.793840250664243,True
CCDC149,10.322482,0.75422484,5.576250018623803e-25,1.6853536493117248e-23,22.77330895424114,True
CUEDC1,10.184344,0.80473197,2.329248449279418e-24,6.897477547902589e-23,22.16130970452589,True
KLF4,10.16544,0.6925094,2.8284243672090823e-24,8.341914606302949e-23,22.078734260210787,True
CFP,10.154104,0.7001629,3.1771571310716595e-24,9.3478398837905e-23,22.0292887351097,True
RUSC2,10.130072,0.61941427,4.0635295786447124e-24,1.1888828625737416e-22,21.924860933139016,True
AP5B1,10.12572,0.6614879,4.248398770775835e-24,1.2419779825013286e-22,21.90588610316341,True
IGSF6,10.110151,0.5791946,4.9807407615428726e-24,1.4547204536514292e-22,21.837220454857324,True
SPATS2L,10.1100855,0.8268511,4.984069967702773e-24,1.4547204536514292e-22,21.837220454857324,True
STAB1,10.097286,0.9553792,5.67922214219764e-24,1.6536611744357665e-22,21.78155347008392,True
RNF217,10.077554,0.6986237,6.94332238343339e-24,2.010542267057322e-22,21.696686792415928,True
LMO2,10.060626,0.7796597,8.247251174817818e-24,2.3824596704775604e-22,21.622974442226802,True
NLN,10.055761,0.60819525,8.664885937648136e-24,2.497192836250861e-22,21.602547919608593,True
LILRA5,9.898344,0.85041016,4.232251143036365e-23,1.1924913324578445e-21,20.923544768916283,True
EPHB2,9.8938875,1.433084,4.425044991209993e-23,1.2458543978713613e-21,20.90453271040233,True
PRLR,9.871802,0.65252185,5.516430086040383e-23,1.5471789852809505e-21,20.81045944207086,True
SLC36A1,9.811218,0.59838635,1.0074455446163809e-22,2.7955659119411798e-21,20.553530263786318,True
CDA,9.804574,0.584088,1.0759960267051427e-22,2.98352504344204e-21,20.525270312375593,True
CLCN5,9.752826,0.6632111,1.7940367287630582e-22,4.940823048115628e-21,20.30620069976431,True
SLC7A7,9.749209,0.59914047,1.8591078234749145e-22,5.112336998272377e-21,20.291380525806975,True
LINC00877,9.68862,0.7863971,3.3705437893875933e-22,9.151726501140601e-21,20.038496967224596,True
SLC31A2,9.661571,0.6860724,4.3908013554499545e-22,1.1904275585986944e-20,19.92429702769134,True
SIRPB1,9.635474,0.65206105,5.662977561683234e-22,1.5285445555690854e-20,19.81572189749676,True
HNMT,9.628351,0.8506094,6.069535633811589e-22,1.635869467843431e-20,19.78625135326676,True
TMEM176B,9.599371,0.77071524,8.043356953610545e-22,2.1567392517150152e-20,19.666202357626464,True
SLC15A3,9.407257,0.6214806,5.092526889558296e-21,1.3247446814834626e-19,18.87786781539319,True
SLC22A4,9.361078,0.54091275,7.892706689117714e-21,2.0430053573436882e-19,18.68973049452186,True
CXorf21,9.323994,0.75612795,1.1204195666482663e-20,2.8879208844290987e-19,18.53941470858388,True
RALB,9.312741,0.57736737,1.2457513558922967e-20,3.199701429965891e-19,18.494890544607543,True
AC098829.1,9.311988,0.51993793,1.2546213853372304e-20,3.2202242163203345e-19,18.492113888390946,True
CSF2RB,9.289592,0.8005569,1.5488073280689594e-20,3.961418379780013e-19,18.402149287756156,True
LRRC25,9.26271,0.68107575,1.9930832034146784e-20,5.072937296813675e-19,18.294740505673158,True
SAMD4A,9.23769,0.7590633,2.5187517455478802e-20,6.366632088314778e-19,18.196090246198878,True
TRIB1,9.22542,0.52240664,2.8245170352400913e-20,7.124751757878882e-19,18.14723026283686,True
HK2,9.204196,0.60983723,3.4423847792831784e-20,8.65943129254595e-19,18.062510629301283,True
GBP1,9.178987,0.7149916,4.3516685601733363e-20,1.0901808416899676e-18,17.962501454322116,True
MEFV,9.087478,0.89011747,1.0136327678347651e-19,2.515252402408152e-18,17.599418427517424,True
IL15RA,9.057156,0.53749704,1.338970245907225e-19,3.300178449188576e-18,17.48146257606073,True
RNF135,9.047332,0.5204041,1.465048713409938e-19,3.5988085878870575e-18,17.44384125182864,True
ABCC3,8.9922495,1.0415773,2.4222215233548115e-19,5.9182730291261325e-18,17.227805003300478,True
MYD88,8.911442,0.6187488,5.037333973819404e-19,1.2193879680936773e-17,16.91385809454971,True
TRIQK,8.891896,0.79202473,6.007471798442092e-19,1.449436224751345e-17,16.838800888862213,True
FMNL2,8.888149,0.84046763,6.213538819020966e-19,1.4971806077352624e-17,16.82472580673001,True
EAF2,8.886791,0.6430576,6.289927774232539e-19,1.5145897793729288e-17,16.81970497817093,True
SCIMP,8.868351,0.5651624,7.423672181762064e-19,1.780562421524727e-17,16.749442796576336,True
TRPM2,8.806174,0.75676656,1.2948921876115764e-18,3.065611187501378e-17,16.51348292770422,True
NR6A1,8.796846,0.66151404,1.4071521597624953e-18,3.322785561255941e-17,16.4784976853744,True
EPS8,8.732708,0.59412485,2.4864563584699607e-18,5.804004411757591e-17,16.236272266116927,True
NDST1,8.729778,0.55949134,2.5517291271840183e-18,5.952570923139723e-17,16.22529542140066,True
CYP1B1,8.667098,0.58439034,4.4327198085606836e-18,1.0268479602096808e-16,15.988493855263558,True
KCNK6,8.655434,0.58693063,4.910402326035431e-18,1.1360659641923062e-16,15.944596451148763,True
LDLR,8.633902,0.59087026,5.9294091576265596e-18,1.369225896392995e-16,15.86352489557402,True
SOX4,8.621775,0.5235064,6.592409060247306e-18,1.516585568913335e-16,15.819133080863715,True
METTL7A,8.607111,0.516731,7.492488516383577e-18,1.7214850733719732e-16,15.764096738617333,True
LY96,8.578254,0.6646316,9.632411101677489e-18,2.2034742420781108e-16,15.656892021890492,True
CFD,8.563734,0.62609357,1.09269390636763e-17,2.49181867083873e-16,15.60348356438823,True
NCEH1,8.469819,0.583828,2.4577533204344826e-17,5.522174909835635e-16,15.25788984159871,True
DTX3L,8.467472,0.5065079,2.507752967505473e-17,5.62415847816592e-16,15.249942450217382,True
PIP4P2,8.4287405,0.53400946,3.49405565651333e-17,7.812213261090068e-16,15.10722590966856,True
GAA,8.397172,0.5687337,4.573599510671276e-17,1.0145352466065416e-15,14.993732860271027,True
ODF3B,8.359303,0.8193963,6.308939189216702e-17,1.394405092177057e-15,14.855611039911002,True
NBPF10,8.329948,0.5640697,8.087740137279935e-17,1.7832492576179695e-15,14.748787948107775,True
SIGLEC9,8.307915,0.76199895,9.73986394902582e-17,2.1410736360257898e-15,14.669368396148,True
RGL1,8.290075,0.7623394,1.1317679674901707e-16,2.480469423838787e-15,14.605466122040388,True
VDR,8.212749,0.6675082,2.1618225454308672e-16,4.679176048806338e-15,14.329830614652485,True
DACH1,8.192992,0.5465455,2.5481152807389504e-16,5.505523458696951e-15,14.259201382520411,True
UBXN11,8.173313,0.56759834,3.00033336694034e-16,6.4673263582675715e-15,14.189275222860136,True
ICAM1,8.118469,0.5790984,4.7210194907671795e-16,1.0116746743651611e-14,13.994959121727986,True
NLRC4,8.082468,0.98818755,6.34689142419678e-16,1.353744598001319e-14,13.868463263377075,True
GIMAP8,8.071696,0.5082487,6.932794378378751e-16,1.4744172402268488e-14,13.831379599593369,True
HDX,7.983681,0.7901865,1.4203266241068873e-15,2.9962752028205295e-14,13.523418299925382,True
ASGR2,7.9816895,0.8620369,1.4434408572892145e-15,3.0432821899563674e-14,13.516657775588332,True
AC066613.2,7.9799504,0.62672144,1.4639223510008362e-15,3.08291265644313e-14,13.511038779315697,True
SECTM1,7.96082,0.8518706,1.7090264342791657e-15,3.5887594102726183e-14,13.445055655707806,True
MOSPD2,7.8994927,0.5327649,2.8004128079005587e-15,5.823744839884564e-14,13.234797661349157,True
SEMA3C,7.88677,0.6427012,3.101091773252844e-15,6.440620239459127e-14,13.191072307546403,True
SMARCD3,7.876275,0.6705145,3.3728572140772255e-15,6.990370718711242e-14,13.155499791804907,True
LILRA6,7.867779,0.93537956,3.609933703120847e-15,7.473256983479983e-14,13.126490083368298,True
PLEKHO2,7.8400397,0.5834613,4.504035870145342e-15,9.276995885379273e-14,13.03259263602487,True
CCDC170,7.825421,0.92426836,5.059610390751114e-15,1.0409600894428417e-13,12.982565921082175,True
LAIR1,7.7926574,0.5969837,6.5614410095720416e-15,1.3446545486637534e-13,12.871389274679439,True
CD163,7.783817,0.5304766,7.036876031398726e-15,1.43966749988462e-13,12.841737799321026,True
SMAD1,7.7826834,0.7575207,7.1002235659368025e-15,1.4510066037791904e-13,12.83833061100931,True
FAM151B,7.766437,0.8287569,8.072463772476508e-15,1.6432716715039637e-13,12.78429063152438,True
AL157871.4,7.7320333,0.7447087,1.0584242374019144e-14,2.1320520370471918e-13,12.671202199679866,True
CYP27A1,7.704947,0.53533596,1.3089767994463741e-14,2.632409881128392e-13,12.579646487682298,True
RHOU,7.6230373,0.53355837,2.4777539021693313e-14,4.93139046075583e-13,12.307030609264011,True
AC004551.1,7.5982456,1.4579369,3.0017251509020625e-14,5.938710391792777e-13,12.226307853088537,True
OSBPL1A,7.58418,0.56041104,3.3459680213655704e-14,6.594818284868133e-13,12.180797166602272,True
ARHGEF40,7.5589643,0.6723498,4.0629141471188136e-14,7.973550707704862e-13,12.098348239536664,True
TLR8,7.482378,0.64665574,7.298959381500912e-14,1.4142361689905499e-12,11.849478059899171,True
LINC01504,7.436442,0.67273915,1.0343335233111497e-13,1.9862351147277745e-12,11.701969344468422,True
MILR1,7.409606,0.7925178,1.2667523236635094e-13,2.41733064642378e-12,11.616663942022601,True
FAM157C,7.4080925,0.5468323,1.2812887684691418e-13,2.442523448684326e-12,11.612161258280498,True
LINC01410,7.347902,0.8766816,2.0134232662874729e-13,3.788858867320709e-12,11.421491571627985,True
STEAP4,7.25226,0.7927367,4.098740902866149e-13,7.580495997261441e-12,11.12030237724046,True
IFIT2,7.238928,1.2330745,4.5224603984563926e-13,8.347280536757558e-12,11.078454990414127,True
CX3CR1,7.2158537,0.5472861,5.359665753111611e-13,9.857745036665227e-12,11.006222418743816,True
P2RY13,7.186285,0.7471211,6.657787978574382e-13,1.2177995892243923e-11,10.91442417677321,True
MS4A4A,7.1833625,0.9590412,6.801753939421194e-13,1.2435114682155598e-11,10.905350205118799,True
C15orf39,7.170906,0.5828072,7.450295640732594e-13,1.3593632639404469e-11,10.866664470829475,True
EPDR1,7.008204,0.6830836,2.4139669925566746e-12,4.299445542314688e-11,10.366587547545807,True
BLVRB,6.9643865,0.5799718,3.298382690014929e-12,5.834901152113891e-11,10.233966496851705,True
LTBR,6.9409575,0.8719887,3.8945139504262e-12,6.866238203253821e-11,10.163281134122585,True
TTYH2,6.8998528,0.574799,5.205648013788527e-12,9.129464444306365e-11,10.039554698446475,True
FES,6.85915,0.71732503,6.927153011899946e-12,1.2079119932756068e-10,9.91796470663136,True
AC010210.1,6.8110533,0.63215065,9.688670819366283e-12,1.6782538601969963e-10,9.775142345209435,True
IMPDH1,6.7936053,0.5026939,1.0936544441456016e-11,1.8872629094848259e-10,9.724167595232489,True
CLEC12B,6.792478,1.0166627,1.1022340177873599e-11,1.9011718795963792e-10,9.720978618018368,True
CBFA2T3,6.7767897,0.599556,1.2287538255058312e-11,2.1154101019444462e-10,9.674605426044828,True
APOBR,6.7728014,0.507152,1.2631231596778034e-11,2.1735576289312307e-10,9.6628288405916,True
TNFSF13,6.75359,0.734012,1.4423089592444988e-11,2.474915622002246e-10,9.606439603002528,True
NEGR1,6.7374797,0.7637225,1.6115739930362415e-11,2.7601881010350714e-10,9.559061320667404,True
CC2D2A,6.6959863,0.5051063,2.1422160288450076e-11,3.6434595200630165e-10,9.438486051255401,True
GRINA,6.6705112,0.5429072,2.5491374050393464e-11,4.321490419724184e-10,9.364366445446628,True
RAB3D,6.6601744,0.5977022,2.7350249987746583e-11,4.6301873256314186e-10,9.334401438173769,True
BST1,6.6595817,0.64211994,2.7460814410874788e-11,4.646755747815201e-10,9.332850155187137,True
RGS19,6.57793,0.5082168,4.7704270750151005e-11,7.969073545076571e-10,9.098592165134399,True
ZNF385A,6.5343566,0.53172976,6.388347767381767e-11,1.0560971844351404e-09,8.976296115209523,True
SRD5A1,6.511592,0.6336276,7.435857213294981e-11,1.223740152265331e-09,8.912310790048078,True
NRIR,6.4786525,1.6176766,9.254545235800578e-11,1.518268086846871e-09,8.818651536504754,True
CD33,6.46436,0.86916167,1.0172826784732424e-10,1.6636980927077362e-09,8.778925481270697,True
TICAM2,6.459151,0.60490084,1.0529226556261782e-10,1.7204474160077564e-09,8.764358596676681,True
DUSP3,6.438837,0.62969327,1.2039221051692195e-10,1.9575634371967404e-09,8.70828415520714,True
PDK4,6.403556,0.80898285,1.5179941497870448e-10,2.454068192418535e-09,8.610113373483667,True
ADGRE1,6.3787403,0.858663,1.7855047422020077e-10,2.8662832925147235e-09,8.542680887806195,True
HPSE,6.369769,0.71454227,1.8931279300511194e-10,3.031075037961549e-09,8.5184033120094,True
REPS2,6.3145604,0.50119865,2.7093031268025776e-10,4.296499295671626e-09,8.366885255065721,True
C3AR1,6.310431,0.7024679,2.7825904233641795e-10,4.405969472965965e-09,8.355958516211206,True
LINC02785,6.2900677,0.51308477,3.173279373045234e-10,5.0105780126328145e-09,8.30011217169418,True
AC006160.1,6.287813,0.73031604,3.219693831309784e-10,5.0816737352207605e-09,8.29399322191884,True
ANO5,6.274069,0.93272763,3.5173336319913085e-10,5.541882404843474e-09,8.256342693903736,True
CPED1,6.239387,0.52965945,4.39288803338423e-10,6.876992938832172e-09,8.162601421583206,True
PAPSS2,6.237337,0.6209294,4.450822544294011e-10,6.9647095315820915e-09,8.15709699143838,True
C4orf33,6.2028375,0.6085727,5.545408454924272e-10,8.640591522293884e-09,8.063456525336543,True
LILRB4,6.185107,0.8588114,6.206025436990551e-10,9.641202759732224e-09,8.015868783593936,True
CMTM4,6.169468,0.5256102,6.852011974996224e-10,1.0613224303717172e-08,7.974152657136809,True
TAGLN,6.167208,0.7531171,6.950619224743333e-10,1.075685472493999e-08,7.9683146966331,True
MERTK,6.149347,0.7303355,7.780265235968932e-10,1.200529038371412e-08,7.920627330774012,True
PIK3R6,6.1479974,0.5283249,7.846735585388688e-10,1.2097656662207724e-08,7.9172987451571935,True
CRISPLD2,6.116779,0.54778415,9.548560997672131e-10,1.4602105475531621e-08,7.835584518840313,True
AL355075.4,6.1131716,0.52207714,9.7670369347035e-10,1.4926234607393856e-08,7.826049736513303,True
RAB39A,6.0830193,0.76517946,1.1794003176854567e-09,1.794149253017681e-08,7.746141431377894,True
CLEC4E,6.082174,0.50156164,1.1856385386327023e-09,1.8028897445989008e-08,7.744030831667179,True
TLR5,6.081747,0.7446542,1.188798463992154e-09,1.8061939634942644e-08,7.7432356135175,True
ADAMTSL4,6.061358,0.70252174,1.349768498773186e-09,2.0448210605793626e-08,7.689344690494356,True
RAB32,6.0185566,0.6184997,1.7597941023022143e-09,2.656091708798488e-08,7.575756933845616,True
TMEM106A,5.9245324,0.5892015,3.1318718453257596e-09,4.648403950152803e-08,7.332696138427654,True
OAF,5.9098735,0.5433513,3.423706266743085e-09,5.073322796318368e-08,7.294707504290143,True
LINC01001,5.901298,0.60653025,3.6065321581299672e-09,5.3377550958234905e-08,7.272641356170918,True
MPZL1,5.8959517,0.50085783,3.725273004273288e-09,5.5023695411382815e-08,7.259450245591592,True
AL160272.1,5.8739276,0.9300665,4.2558913778187585e-09,6.26336470926998e-08,7.203192299042444,True
LILRA1,5.8661933,0.8171581,4.459136983045283e-09,6.557206617775832e-08,7.183281131485819,True
C19orf38,5.845504,0.66470027,5.050372142499102e-09,7.373301587060617e-08,7.132338001968658,True
PRICKLE1,5.8452225,1.0312647,5.058921179848313e-09,7.382837882919782e-08,7.1317766679890715,True
RASGRP4,5.8325257,0.78819865,5.459458182647241e-09,7.954682680854764e-08,7.099377140052902,True
TOR1B,5.815163,0.62697166,6.0574727775150044e-09,8.79450857317837e-08,7.055788423394663,True
BEST1,5.8043227,0.56007046,6.462662029084271e-09,9.35679956196651e-08,7.028872673725531,True
ANKRD50,5.7928624,0.53083813,6.919681741940275e-09,9.982943296679387e-08,7.000741395681369,True
NECTIN2,5.7905564,0.6068163,7.0153717079616205e-09,1.0117006299570656e-07,6.994947979583159,True
HMOX1,5.7881484,0.52767503,7.116650327158321e-09,1.0259020032466392e-07,6.98889412214999,True
RPS6KA4,5.756393,0.60234773,8.593018392738597e-09,1.231452882508322e-07,6.909582200356022,True
HAL,5.7294335,0.6933264,1.0076649511612672e-08,1.4367567151325884e-07,6.842616764378213,True
CHN2,5.712669,0.91295284,1.1121795369771869e-08,1.5790102107409625e-07,6.801615061597711,True
SEMA4A,5.685779,0.6975548,1.3021762005365313e-08,1.838771262185092e-07,6.735472292376571,True
IQSEC2,5.6701393,0.78880304,1.4268160170024082e-08,2.0101190545921918e-07,6.696778219583875,True
CLEC4D,5.6526694,0.6778994,1.5797479577621472e-08,2.2195913628427005e-07,6.65372697383672,True
ARHGAP22,5.6504664,0.6222529,1.600129339767415e-08,2.2473650792335826e-07,6.648326371720741,True
IDH1,5.6428328,0.57465845,1.672750142708351e-08,2.3448612781795614e-07,6.629882845018484,True
AATBC,5.620244,0.9244346,1.906881162838628e-08,2.666937617159213e-07,6.573987142855448,True
IFIT1,5.617722,2.425669,1.9349125675336252e-08,2.704075406044223e-07,6.567981201793903,True
IMPA2,5.6156397,0.7052408,1.958361584551709e-08,2.735801234968592e-07,6.562915458739958,True
SRC,5.5806375,0.53345823,2.3963872470197152e-08,3.3311876045639417e-07,6.477400908187659,True
