Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,Relaxin signaling pathway,2/129,0.1362302303723226,0.2405767898064421,0,0,3.177406395629118,6.333870360024791,PLCB1;CREB5
KEGG_2021_Human,beta-Alanine metabolism,1/30,0.1397095639188418,0.2441240801108184,0,0,6.921281783350749,13.622394510819325,DPYD
KEGG_2021_Human,Vascular smooth muscle contraction,2/133,0.1430547538373086,0.2473655118436795,0,0,3.07976320299112,5.988685251990531,GNAQ;PLCB1
KEGG_2021_Human,Autophagy,2/137,0.1499507080843318,0.2539981381836641,0,0,2.9879062736205597,5.669398730173793,VMP1;ATG7
KEGG_2021_Human,Yersinia infection,2/137,0.1499507080843318,0.2539981381836641,0,0,2.9879062736205597,5.669398730173793,GNAQ;SKAP2
KEGG_2021_Human,SNARE interactions in vesicular transport,1/33,0.152569319997184,0.2546834471196659,0,0,6.271464646464646,11.79120788980768,STX11
KEGG_2021_Human,Fluid shear stress and atherosclerosis,2/139,0.1534237633251,0.2546834471196659,0,0,2.9439892745419334,5.518659484645247,NCF2;PECAM1
KEGG_2021_Human,Prion disease,3/273,0.1566730077180108,0.2575021711008891,0,0,2.24856815578465,4.167933339263407,NCF2;CYBB;CREB5
KEGG_2021_Human,Spinocerebellar ataxia,2/143,0.1604167144707384,0.2595346755195763,0,0,2.859892893327544,5.233547895270227,GNAQ;PLCB1
KEGG_2021_Human,Nicotinate and nicotinamide metabolism,1/35,0.1610365757741949,0.2595346755195763,0,0,5.901960784313726,10.777710825180796,NAMPT
KEGG_2021_Human,Cell adhesion molecules,2/148,0.1692391088589375,0.2675589721007965,0,0,2.761252446183953,4.905206802489739,VCAN;PECAM1
KEGG_2021_Human,Retrograde endocannabinoid signaling,2/148,0.1692391088589375,0.2675589721007965,0,0,2.761252446183953,4.905206802489739,GNAQ;PLCB1
KEGG_2021_Human,Oxytocin signaling pathway,2/154,0.1799323214637967,0.2817808053112289,0,0,2.651450053705693,4.547699495381422,GNAQ;PLCB1
KEGG_2021_Human,Bladder cancer,1/41,0.1859390303366049,0.2884661592137982,0,0,5.015151515151516,8.43717221072756,TYMP
KEGG_2021_Human,Tryptophan metabolism,1/42,0.1900176905858975,0.2920642281227683,0,0,4.892584380389258,8.124812043283224,KYNU
KEGG_2021_Human,Fat digestion and absorption,1/43,0.1940761190078197,0.2928785068663462,0,0,4.775853775853776,7.830035336967146,CD36
KEGG_2021_Human,Fatty acid degradation,1/43,0.1940761190078197,0.2928785068663462,0,0,4.775853775853776,7.830035336967146,ACSL1
KEGG_2021_Human,Huntington disease,3/306,0.1974810551257451,0.2936338650381515,0,0,2.0003062161886294,3.2447219624565453,GNAQ;PLCB1;CREB5
KEGG_2021_Human,Vasopressin-regulated water reabsorption,1/44,0.1981144149654997,0.2936338650381515,0,0,4.664552501761804,7.551493311263548,CREB5
KEGG_2021_Human,Wnt signaling pathway,2/166,0.2016063949356786,0.2961651465426784,0,0,2.4559482329517173,3.933048881238281,CTBP2;PLCB1
KEGG_2021_Human,Carbohydrate digestion and absorption,1/47,0.2101094941683413,0.305948912560918,0,0,4.359683794466403,6.801658146757973,PLCB1
KEGG_2021_Human,Cocaine addiction,1/49,0.21800735103248,0.3146888719251451,0,0,4.177609427609427,6.363445371866637,CREB5
KEGG_2021_Human,Arginine and proline metabolism,1/50,0.2219269115603851,0.3148706608463584,0,0,4.092145949288806,6.1603458876211565,SAT1
KEGG_2021_Human,Cholesterol metabolism,1/50,0.2219269115603851,0.3148706608463584,0,0,4.092145949288806,6.1603458876211565,CD36
KEGG_2021_Human,Hedgehog signaling pathway,1/56,0.2450391435680432,0.3447160833245354,0,0,3.644628099173554,5.125576482532065,GRK3
KEGG_2021_Human,Legionellosis,1/57,0.2488245414130006,0.3470997804584714,0,0,3.5793650793650795,4.978922896997587,TLR2
KEGG_2021_Human,Mineral absorption,1/60,0.2600683562676618,0.3597612261702655,0,0,3.396849854476973,4.574913980988086,SLC8A1
KEGG_2021_Human,Arachidonic acid metabolism,1/61,0.2637791413086752,0.3618788219606619,0,0,3.34006734006734,4.451117734093463,TBXAS1
KEGG_2021_Human,Viral carcinogenesis,2/203,0.2697872573969225,0.3670875797367962,0,0,2.000101533150574,2.620376153040449,EIF2AK2;CREB5
KEGG_2021_Human,Rap1 signaling pathway,2/210,0.2827567896449933,0.3816067242363324,0,0,1.9321036106750396,2.440571746176788,GNAQ;PLCB1
KEGG_2021_Human,Amphetamine addiction,1/69,0.2928096888806698,0.3919871641467031,0,0,2.9459298871063577,3.6182865561027495,CREB5
KEGG_2021_Human,Human T-cell leukemia virus 1 infection,2/219,0.2994045567518106,0.3976092513664045,0,0,1.8511238596821216,2.232380566234585,IL15;CREB5
KEGG_2021_Human,Inositol phosphate metabolism,1/73,0.3068970331118836,0.4043246626712118,0,0,2.781705948372615,3.2858706369655613,PLCB1
KEGG_2021_Human,Chronic myeloid leukemia,1/76,0.3172798893506643,0.4107119975218742,0,0,2.67003367003367,3.065121123308704,CTBP2
KEGG_2021_Human,Pancreatic cancer,1/76,0.3172798893506643,0.4107119975218742,0,0,2.67003367003367,3.065121123308704,STAT1
KEGG_2021_Human,Arrhythmogenic right ventricular cardiomyopathy,1/77,0.3207065055587057,0.4107119975218742,0,0,2.6347687400318978,2.996335121708695,SLC8A1
KEGG_2021_Human,Thermogenesis,2/232,0.3233415604981886,0.4107119975218742,0,0,1.7453416149068324,1.9705710590679104,ACSL1;CREB5
KEGG_2021_Human,Antigen processing and presentation,1/78,0.3241160944299128,0.4107119975218742,0,0,2.600419782237964,2.929772078325152,CTSS
KEGG_2021_Human,Peroxisome,1/82,0.3375858460637784,0.4245397761105092,0,0,2.471505175208879,2.6838950656014107,ACSL1
KEGG_2021_Human,Taste transduction,1/86,0.3507897886854045,0.4378278565547154,0,0,2.354723707664884,2.46673350535558,PLCB1
KEGG_2021_Human,Cardiac muscle contraction,1/87,0.3540498524990138,0.4385990710062409,0,0,2.327225745830397,2.4163993335324085,SLC8A1
KEGG_2021_Human,ECM-receptor interaction,1/88,0.3572937084833981,0.4393389304314377,0,0,2.3003599210495764,2.367523811703655,CD36
KEGG_2021_Human,Hypertrophic cardiomyopathy,1/90,0.3637331156781473,0.443968361783621,0,0,2.2484394506866416,2.273925239694265,SLC8A1
KEGG_2021_Human,Morphine addiction,1/91,0.3669288252624231,0.444599890463958,0,0,2.22334455667789,2.2290972080359737,GRK3
KEGG_2021_Human,IL-17 signaling pathway,1/94,0.3764209201158763,0.4509730122810806,0,0,2.1512979254914737,2.101919815261755,IL17RA
KEGG_2021_Human,Dilated cardiomyopathy,1/96,0.3826705658807354,0.4509730122810806,0,0,2.105794790005316,2.022786046627892,SLC8A1
KEGG_2021_Human,Fc gamma R-mediated phagocytosis,1/97,0.3857720948428521,0.4509730122810806,0,0,2.083754208754209,1.9847936202473104,HCK
KEGG_2021_Human,Phosphatidylinositol signaling system,1/97,0.3857720948428521,0.4509730122810806,0,0,2.083754208754209,1.9847936202473104,PLCB1
KEGG_2021_Human,Prostate cancer,1/97,0.3857720948428521,0.4509730122810806,0,0,2.083754208754209,1.9847936202473104,CREB5
KEGG_2021_Human,Viral protein interaction with cytokine and cytokine receptor,1/100,0.394984420817951,0.4585133836068522,0,0,2.020304050607081,1.8766785261005492,TNFRSF1B
KEGG_2021_Human,Longevity regulating pathway,1/102,0.4010498423953424,0.4623213460946309,0,0,1.98009800980098,1.8091552855878603,CREB5
KEGG_2021_Human,Protein digestion and absorption,1/103,0.4040599390731852,0.4625789647320603,0,0,1.9605862547039017,1.776667673398047,SLC8A1
KEGG_2021_Human,HIF-1 signaling pathway,1/109,0.4218085691393649,0.4795905649118807,0,0,1.851103628881407,1.5978794932003777,CYBB
KEGG_2021_Human,Neurotrophin signaling pathway,1/119,0.450233917137087,0.5084274166309962,0,0,1.6933744221879816,1.3512924945163796,IRAK3
KEGG_2021_Human,MicroRNAs in cancer,2/310,0.4606241899730713,0.5166460509157422,0,0,1.2981712165385637,1.006306983802624,NOTCH2;ZEB2
KEGG_2021_Human,Apoptosis,1/142,0.5104686592356167,0.5676467526005796,0,0,1.4155025431621175,0.9518207634132154,CTSS
KEGG_2021_Human,Signaling pathways regulating pluripotency of stem cells,1/143,0.5129338125908852,0.5676467526005796,0,0,1.4054630815194196,0.9382990468495096,JAK2
KEGG_2021_Human,Breast cancer,1/147,0.5226721271590139,0.5734387351681843,0,0,1.366680503666805,0.8867035673377484,NOTCH2
KEGG_2021_Human,Phospholipase D signaling pathway,1/148,0.5250764322021929,0.5734387351681843,0,0,1.357314643028929,0.874397623216168,PLCB1
KEGG_2021_Human,Hippo signaling pathway,1/163,0.559734829149778,0.6072939976396284,0,0,1.2307020825539343,0.7141667289104645,STK3
KEGG_2021_Human,Protein processing in endoplasmic reticulum,1/171,0.5771829849119133,0.622158282437517,0,0,1.172311348781937,0.6442975473743275,EIF2AK2
KEGG_2021_Human,Axon guidance,1/182,0.6000614365231335,0.642646441695743,0,0,1.1004520341536916,0.5620264226281814,SRGAP2
KEGG_2021_Human,Alcoholism,1/186,0.6080733489730797,0.6470524098046874,0,0,1.0764400764400763,0.5354856269608474,CREB5
KEGG_2021_Human,Pathogenic Escherichia coli infection,1/197,0.6292959845517696,0.6653702766598328,0,0,1.015460729746444,0.4703142614525967,MYO1F
KEGG_2021_Human,Proteoglycans in cancer,1/205,0.6440121337651465,0.676620343069711,0,0,0.975242622301446,0.4291435319722849,TLR2
KEGG_2021_Human,Olfactory transduction,2/440,0.6494075016705154,0.6779977690396576,0,0,0.9068120398844468,0.3914661035734865,GRK3;SLC8A1
KEGG_2021_Human,cAMP signaling pathway,1/216,0.6633067349218524,0.688180737481422,0,0,0.9248296922715528,0.3796590033348701,CREB5
KEGG_2021_Human,Shigellosis,1/246,0.7108229973595908,0.7282713256076349,0,0,0.8103483817769532,0.276597695305975,PLCB1
KEGG_2021_Human,Salmonella infection,1/249,0.7151926743766817,0.7282713256076349,0,0,0.8004235907461714,0.2683046273648528,TLR2
KEGG_2021_Human,Parkinson disease,1/249,0.7151926743766817,0.7282713256076349,0,0,0.8004235907461714,0.2683046273648528,LRRK2
KEGG_2021_Human,Endocytosis,1/252,0.7194969722870609,0.7282713256076349,0,0,0.7907360457161254,0.2603126474157279,GRK3
KEGG_2021_Human,MAPK signaling pathway,1/294,0.7734097128643826,0.7780970444575002,0,0,0.6759402902747612,0.173680384477407,STK3
KEGG_2021_Human,Amyotrophic lateral sclerosis,1/364,0.8413986443361361,0.8413986443361361,0,0,0.5436458246375602,0.0938820447069887,TNFRSF1B
GO_Biological_Process_2023,Response To Cytokine (GO:0034097),12/125,1.369082360282762e-12,1.5539084789209347e-09,0,0,23.87811745776348,652.2756790221713,BST2;PLSCR1;STAT1;SLC11A1;KYNU;MX2;MX1;EIF2AK2;ISG15;IRAK3;XAF1;JAK2
GO_Biological_Process_2023,Defense Response To Symbiont (GO:0140546),12/148,1.0319931470786568e-11,4.1531093372531006e-09,0,0,19.816844919786096,501.3056161196832,BST2;PLSCR1;STAT1;MX2;MX1;EIF2AK2;DDX60L;ISG15;ATG7;LYST;IFI44L;TLR2
GO_Biological_Process_2023,Defense Response To Virus (GO:0051607),13/189,1.0977381508157976e-11,4.1531093372531006e-09,0,0,16.74582027168234,422.58385891156166,STAT1;MX2;MX1;EIF2AK2;DDX60L;ISG15;LYST;IFI44L;BST2;PLSCR1;TRIM25;ATG7;TLR2
GO_Biological_Process_2023,Response To Interferon-Beta (GO:0035456),5/29,3.049719828171407e-07,8.653580012436367e-05,0,0,43.58771929824562,653.9485543615966,BST2;PLSCR1;STAT1;MNDA;XAF1
GO_Biological_Process_2023,Regulation Of Phagocytosis (GO:0050764),6/58,4.403792733101903e-07,9.99660950414132e-05,0,0,24.363338788870703,356.57279981244113,HCK;PLSCR1;IL15;CLEC7A;SLC11A1;TLR2
GO_Biological_Process_2023,Negative Regulation Of Viral Process (GO:0048525),6/61,5.968709201515418e-07,0.00010488117191299594,0,0,23.030947775628626,330.06952416173124,BST2;PLSCR1;STAT1;MX1;EIF2AK2;ISG15
GO_Biological_Process_2023,Cytokine-Mediated Signaling Pathway (GO:0019221),10/257,6.4684423206253e-07,0.00010488117191299594,0,0,8.840755735492577,125.99102738584148,HCK;CSF3R;IL15;STAT1;MX1;IRAK3;JAK2;TNFRSF1B;PLCB1;IL17RA
GO_Biological_Process_2023,Positive Regulation Of Cytokine Production (GO:0001819),10/320,4.632636444015987e-06,0.0006572552954947681,0,0,7.021505376344086,86.2408282784959,FCN1;CLEC7A;IL15;SLC11A1;EIF2AK2;ISG15;JAK2;PLCB1;IL17RA;TLR2
GO_Biological_Process_2023,Negative Regulation Of Viral Genome Replication (GO:0045071),5/53,6.702179506664625e-06,0.0008452193044515944,0,0,21.767543859649123,259.3184431876064,BST2;PLSCR1;MX1;EIF2AK2;ISG15
GO_Biological_Process_2023,Positive Regulation Of Nitric-Oxide Synthase Biosynthetic Process (GO:0051770),3/10,1.4187907246385926e-05,0.0016103274724648,0,0,87.89248895434463,981.1544503878058,NAMPT;JAK2;TLR2
GO_Biological_Process_2023,Regulation Of Viral Genome Replication (GO:0045069),5/67,2.1341984140195787e-05,0.0022021047271929,0,0,16.840407470288625,181.11579254247096,BST2;PLSCR1;MX1;EIF2AK2;ISG15
GO_Biological_Process_2023,Regulation Of Nitric-Oxide Synthase Biosynthetic Process (GO:0051769),3/13,3.344768461719186e-05,0.003163593503376,0,0,61.51546391752577,633.9493354046144,NAMPT;JAK2;TLR2
GO_Biological_Process_2023,Positive Regulation Of Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002824),3/14,4.241532244475955e-05,0.0037031839211386,0,0,55.9203373945642,563.0060062434084,CLEC7A;SLC11A1;JAK2
GO_Biological_Process_2023,Response To Type II Interferon (GO:0034341),5/80,5.046817087847377e-05,0.0039972285619312,0,0,13.912280701754383,137.65043835300511,BST2;STAT1;KYNU;SLC11A1;TLR2
GO_Biological_Process_2023,Defense Response To Protozoan (GO:0042832),3/15,5.2826809188518965e-05,0.0039972285619312,0,0,51.25773195876289,504.8113501315131,CLEC7A;SLC11A1;LYST
GO_Biological_Process_2023,Response To Interferon-Alpha (GO:0035455),3/17,7.837829876798801e-05,0.0055599605688541,0,0,43.930780559646536,415.3199946350019,BST2;MX2;EIF2AK2
GO_Biological_Process_2023,Regulation Of Interleukin-12 Production (GO:0032655),4/50,0.00011356720906997502,0.0072881606050327,0,0,17.983695652173914,163.34798914770596,CLEC7A;IRAK3;PLCB1;TLR2
GO_Biological_Process_2023,Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092),6/152,0.0001155831637802558,0.0072881606050327,0,0,8.636257650830661,78.2921686555817,CLEC7A;TRIM25;EIF2AK2;IRAK3;CD36;TLR2
GO_Biological_Process_2023,Regulation Of Toll-Like Receptor Signaling Pathway (GO:0034121),3/20,0.00012997496316054035,0.0077642938519585,0,0,36.1728320194057,323.6806038860264,IRAK3;CD36;TLR2
GO_Biological_Process_2023,Positive Regulation Of Chemokine Production (GO:0032722),4/53,0.00014275235595897137,0.0081011962006716,0,0,16.880102040816325,149.46316209851528,CLEC7A;EIF2AK2;IL17RA;TLR2
GO_Biological_Process_2023,Cellular Response To Cytokine Stimulus (GO:0071345),8/308,0.00015757806265790652,0.0085167191007963,0,0,5.681159420289855,49.74190025989008,HCK;CSF3R;STAT1;LRRK2;IRAK3;MNDA;JAK2;TLR2
GO_Biological_Process_2023,Pattern Recognition Receptor Signaling Pathway (GO:0002221),4/56,0.00017701179211161472,0.0088962427226226,0,0,15.903846153846152,137.39800592224685,FCN1;TRIM25;CTSS;TLR2
GO_Biological_Process_2023,Positive Regulation Of Interleukin-1 Beta Production (GO:0032731),4/57,0.00018964479109883465,0.0088962427226226,0,0,15.602987421383649,133.7231842647315,CLEC7A;MNDA;CD36;JAK2
GO_Biological_Process_2023,Regulation Of Cytokine Production (GO:0001817),6/167,0.0001931783933231448,0.0088962427226226,0,0,7.825690498215938,66.92449501150064,SRGN;IL15;SLC11A1;EIF2AK2;ISG15;TNFRSF1B
GO_Biological_Process_2023,Positive Regulation Of Type II Interferon Production (GO:0032729),4/58,0.00020291543958828455,0.0088962427226226,0,0,15.313271604938272,130.20447941462302,CLEC7A;SLC11A1;ISG15;JAK2
GO_Biological_Process_2023,Regulation Of Inflammatory Response (GO:0050727),7/240,0.00020379058219223577,0.0088962427226226,0,0,6.353269647884074,53.99273890616642,HCK;IL15;AOAH;JAK2;TNFRSF1B;IL17RA;TLR2
GO_Biological_Process_2023,Regulation Of Neuroblast Proliferation (GO:1902692),3/24,0.00022743640782365407,0.0089733528736552,0,0,29.276877761413843,245.59318448881905,VCAN;LRRK2;DISC1
GO_Biological_Process_2023,Positive Regulation Of Phagocytosis (GO:0050766),4/60,0.00023144518216262016,0.0089733528736552,0,0,14.764880952380953,123.59929166727188,FCN1;IL15;CLEC7A;SLC11A1
GO_Biological_Process_2023,Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091),7/246,0.00023693935717695896,0.0089733528736552,0,0,6.1918837449948265,51.688027110808605,CLEC7A;TRIM25;EIF2AK2;IRAK3;CD36;STK3;TLR2
GO_Biological_Process_2023,Neutrophil Extravasation (GO:0072672),2/5,0.0002450871709985121,0.0089733528736552,0,0,135.35374149659864,1125.3170126751409,JAML;PECAM1
GO_Biological_Process_2023,Interleukin-27-Mediated Signaling Pathway (GO:0070106),2/5,0.0002450871709985121,0.0089733528736552,0,0,135.35374149659864,1125.3170126751409,STAT1;MX1
GO_Biological_Process_2023,Positive Regulation Of Interleukin-1 Production (GO:0032732),4/64,0.0002969939518054612,0.0105340042280999,0,0,13.77777777777778,111.90033879709756,CLEC7A;MNDA;CD36;JAK2
GO_Biological_Process_2023,Cellular Response To Type II Interferon (GO:0071346),4/66,0.00033432311010974254,0.0114986887871078,0,0,13.331989247311828,106.70127789939,HCK;STAT1;JAK2;TLR2
GO_Biological_Process_2023,Cellular Response To Bacterial Lipopeptide (GO:0071221),2/6,0.0003664321680484968,0.0122323679627954,0,0,101.51020408163264,803.1179907171842,CD36;TLR2
GO_Biological_Process_2023,Toll-Like Receptor Signaling Pathway (GO:0002224),3/31,0.0004924436798304106,0.015969245045929,0,0,21.949926362297496,167.17350275311443,IRAK3;CTSS;TLR2
GO_Biological_Process_2023,Negative Regulation Of Endocytosis (GO:0045806),3/33,0.0005934098642840978,0.0182032485395257,0,0,20.484536082474225,152.19242604001315,PLSCR1;MCTP1;TLR2
GO_Biological_Process_2023,Positive Regulation Of Interleukin-12 Production (GO:0032735),3/33,0.0005934098642840978,0.0182032485395257,0,0,20.484536082474225,152.19242604001315,CLEC7A;PLCB1;TLR2
GO_Biological_Process_2023,Nicotinamide Nucleotide Biosynthetic Process (GO:0019359),2/8,0.0006795551666861537,0.0192823778547196,0,0,67.66666666666667,493.5655481733249,KYNU;NAMPT
GO_Biological_Process_2023,Tyrosine Phosphorylation Of STAT Protein (GO:0007260),2/8,0.0006795551666861537,0.0192823778547196,0,0,67.66666666666667,493.5655481733249,IL15;JAK2
GO_Biological_Process_2023,Interleukin-12-Mediated Signaling Pathway (GO:0035722),2/8,0.0006795551666861537,0.0192823778547196,0,0,67.66666666666667,493.5655481733249,JAK2;PLCB1
GO_Biological_Process_2023,Receptor Signaling Pathway Via JAK-STAT (GO:0007259),3/36,0.0007681770335999374,0.0212653886130714,0,0,18.619493908153704,133.5295206771706,IL15;STAT1;JAK2
GO_Biological_Process_2023,Regulation Of Interleukin-1 Beta Production (GO:0032651),4/84,0.0008356618925326059,0.0224644151374125,0,0,10.322916666666666,73.16146753439465,CLEC7A;MNDA;CD36;JAK2
GO_Biological_Process_2023,Response To Type I Interferon (GO:0034340),2/9,0.000870867194754317,0.0224644151374125,0,0,57.99708454810496,408.648679561366,MX1;ISG15
GO_Biological_Process_2023,Type II Interferon-Mediated Signaling Pathway (GO:0060333),2/9,0.000870867194754317,0.0224644151374125,0,0,57.99708454810496,408.648679561366,STAT1;JAK2
GO_Biological_Process_2023,Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0033209),3/38,0.0009010656627178086,0.0227268783818825,0,0,17.55375552282769,123.08574753825548,STAT1;JAK2;TNFRSF1B
GO_Biological_Process_2023,Regulation Of Type II Interferon Production (GO:0032649),4/87,0.0009530771662039316,0.023487966630083,0,0,9.948293172690764,69.19848374830829,CLEC7A;SLC11A1;ISG15;JAK2
GO_Biological_Process_2023,Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428),3/39,0.0009726294551664332,0.023487966630083,0,0,17.06529209621993,118.35645919802704,CLEC7A;CD36;JAK2
GO_Biological_Process_2023,Apoptotic Process (GO:0006915),6/228,0.0010044674852711,0.0237514707454747,0,0,5.6578493387004025,39.057818571788616,NOTCH2;PLSCR1;MX1;JAK2;STK3;TLR2
GO_Biological_Process_2023,Cellular Response To Interleukin-12 (GO:0071349),2/10,0.0010850384206118,0.0241474236744011,0,0,50.74489795918368,346.39177176286466,JAK2;PLCB1
GO_Biological_Process_2023,Cellular Response To Interleukin-15 (GO:0071350),2/10,0.0010850384206118,0.0241474236744011,0,0,50.74489795918368,346.39177176286466,IL15;PLCB1
GO_Biological_Process_2023,Interleukin-15-Mediated Signaling Pathway (GO:0035723),2/10,0.0010850384206118,0.0241474236744011,0,0,50.74489795918368,346.39177176286466,IL15;PLCB1
GO_Biological_Process_2023,Lipoprotein Transport (GO:0042953),2/11,0.0013218400851343,0.0288517018582198,0,0,45.10430839002267,298.984305122014,VMP1;CD36
GO_Biological_Process_2023,Antiviral Innate Immune Response (GO:0140374),3/46,0.0015751859953084,0.0326270216563727,0,0,14.282186526012946,92.16840432528492,MX1;TRIM25;EIF2AK2
GO_Biological_Process_2023,Adipose Tissue Development (GO:0060612),2/12,0.0015810451022911,0.0326270216563727,0,0,40.59183673469388,261.8039188938469,SPTLC2;NAMPT
GO_Biological_Process_2023,Lipoprotein Localization (GO:0044872),2/12,0.0015810451022911,0.0326270216563727,0,0,40.59183673469388,261.8039188938469,VMP1;CD36
GO_Biological_Process_2023,Positive Regulation Of T-helper 17 Type Immune Response (GO:2000318),2/13,0.0018624280503563,0.0370090059450567,0,0,36.89981447124304,231.94759321375395,CLEC7A;JAK2
GO_Biological_Process_2023,Regulation Of T-helper 17 Type Immune Response (GO:2000316),2/13,0.0018624280503563,0.0370090059450567,0,0,36.89981447124304,231.94759321375395,CLEC7A;JAK2
GO_Biological_Process_2023,Interferon-Mediated Signaling Pathway (GO:0140888),3/49,0.0018912091143729,0.0370090059450567,0,0,13.348722545943524,83.70368414188104,HCK;STAT1;JAK2
GO_Biological_Process_2023,Positive Regulation Of Metabolic Process (GO:0009893),4/108,0.0021185340006459,0.0402294006275399,0,0,7.931089743589744,48.83196492833459,ACSL1;CLEC7A;CD36;JAK2
GO_Biological_Process_2023,Positive Regulation Of Wnt Signaling Pathway (GO:0030177),4/109,0.002190905833532,0.0402294006275399,0,0,7.85515873015873,48.10059473035339,ZEB2;LRRK2;DISC1;TLR2
GO_Biological_Process_2023,Regulation Of Wnt Signaling Pathway (GO:0030111),4/109,0.002190905833532,0.0402294006275399,0,0,7.85515873015873,48.10059473035339,GNAQ;LRRK2;DISC1;TLR2
GO_Biological_Process_2023,Positive Regulation Of Signal Transduction (GO:0009967),6/266,0.002197553162033,0.0402294006275399,0,0,4.8216039279869065,29.51019644870624,CTBP2;LRRK2;JAK2;DISC1;CTSS;TLR2
GO_Biological_Process_2023,Response To Lipid (GO:0033993),4/110,0.00226496676348,0.0408053535960298,0,0,7.78066037735849,47.38574043722996,SLC11A1;IRAK3;CD36;JAK2
GO_Biological_Process_2023,Negative Regulation Of Phagocytosis (GO:0050765),2/15,0.0024908343052083,0.0441733896314287,0,0,31.21978021978022,187.16687708215863,PLSCR1;TLR2
GO_Biological_Process_2023,Regulation Of Interleukin-6 Production (GO:0032675),4/114,0.0025784986150308,0.044643469598641,0,0,7.496212121212121,44.681532028702,CLEC7A;IRAK3;IL17RA;TLR2
GO_Biological_Process_2023,Endocytosis (GO:0006897),5/189,0.0026071788481045,0.044643469598641,0,0,5.639588100686499,33.55265351508133,SLC11A1;DENND1A;LRRK2;PECAM1;CD36
GO_Biological_Process_2023,Positive Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042531),3/55,0.0026353413771885,0.044643469598641,0,0,11.804916732751783,70.10636130554923,IL15;JAK2;PARP14
GO_Biological_Process_2023,Modification-Dependent Protein Catabolic Process (GO:0019941),5/192,0.002790244936367,0.0465724706290668,0,0,5.548269068392908,32.632843031688054,RNF213;TRIM25;ISG15;RNF130;TNFSF13B
GO_Biological_Process_2023,Protein Localization To Mitochondrion (GO:0070585),2/16,0.0028374149918175,0.0466734205175792,0,0,28.988338192419825,170.01259891772904,LRRK2;ISG15
GO_Biological_Process_2023,Regulation Of Protein-Containing Complex Assembly (GO:0043254),4/119,0.0030107863925517,0.0476730677090687,0,0,7.168478260869565,41.61698745750336,HCK;CLEC7A;EIF2AK2;CD36
GO_Biological_Process_2023,Cellular Response To Tumor Necrosis Factor (GO:0071356),4/119,0.0030107863925517,0.0476730677090687,0,0,7.168478260869565,41.61698745750336,STAT1;LRRK2;JAK2;TNFRSF1B
GO_Biological_Process_2023,Selective Autophagy (GO:0061912),3/58,0.0030661973063982,0.0476730677090687,0,0,11.159325210871602,64.58255414819172,RNF213;WDFY3;STK3
GO_Biological_Process_2023,Regulation Of Bone Mineralization (GO:0030500),3/58,0.0030661973063982,0.0476730677090687,0,0,11.159325210871602,64.58255414819172,SRGN;ISG15;SLC8A1
GO_Biological_Process_2023,G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007213),2/17,0.0032052883489498,0.0480708629474947,0,0,27.05442176870748,155.3722787250682,GNAQ;PLCB1
GO_Biological_Process_2023,NAD Biosynthetic Process (GO:0009435),2/17,0.0032052883489498,0.0480708629474947,0,0,27.05442176870748,155.3722787250682,KYNU;NAMPT
GO_Biological_Process_2023,Negative Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001960),3/59,0.0032188419242375,0.0480708629474947,0,0,10.959499263622977,62.89364704662167,IRAK3;ISG15;PARP14
GO_Biological_Process_2023,Positive Regulation Of Multicellular Organismal Process (GO:0051240),7/387,0.0032989941772572,0.0486280310543764,0,0,3.8664402942840974,22.09337206377189,ACSL1;IL15;SLC11A1;EIF2AK2;CD36;JAK2;PLCB1
GO_Biological_Process_2023,Positive Regulation Of Defense Response (GO:0031349),4/124,0.0034901927235166,0.0494548328733982,0,0,6.868055555555555,38.85807320211981,PLSCR1;IL15;IL17RA;TLR2
GO_Biological_Process_2023,Positive Regulation Of Interleukin-8 Production (GO:0032757),3/61,0.003537936569638,0.0494548328733982,0,0,10.580519018841096,59.718688304120505,FCN1;CLEC7A;TLR2
GO_Biological_Process_2023,Positive Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900017),2/18,0.003594237117374,0.0494548328733982,0,0,25.362244897959183,142.7494556250508,CLEC7A;IL17RA
GO_Biological_Process_2023,Positive Regulation Of Neuroblast Proliferation (GO:0002052),2/18,0.003594237117374,0.0494548328733982,0,0,25.362244897959183,142.7494556250508,VCAN;DISC1
GO_Biological_Process_2023,Protein Phosphorylation (GO:0006468),8/500,0.0036025707746439,0.0494548328733982,0,0,3.4301873453517144,19.298603039264496,HCK;GRK3;LRRK2;EIF2AK2;IRAK3;JAK2;STK3;TLR2
GO_Biological_Process_2023,Defense Response To Bacterium (GO:0042742),5/204,0.0036165208180546,0.0494548328733982,0,0,5.2105263157894735,29.2948441427856,RNF213;SLC11A1;ISG15;LYST;TLR2
