Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Cellular Modified Amino Acid Biosynthetic Process (GO:0042398),1/7,0.0344842492004146,0.1383025542136771,0,0,33.49158249158249,112.77461836050252,PLSCR1
GO_Biological_Process_2023,Plasma Membrane Phospholipid Scrambling (GO:0017121),1/7,0.0344842492004146,0.1383025542136771,0,0,33.49158249158249,112.77461836050252,PLSCR1
GO_Biological_Process_2023,Spermidine Metabolic Process (GO:0008216),1/7,0.0344842492004146,0.1383025542136771,0,0,33.49158249158249,112.77461836050252,SAT1
GO_Biological_Process_2023,Positive Regulation Of Isomerase Activity (GO:0010912),1/7,0.0344842492004146,0.1383025542136771,0,0,33.49158249158249,112.77461836050252,PLSCR1
GO_Biological_Process_2023,Foam Cell Differentiation (GO:0090077),1/7,0.0344842492004146,0.1383025542136771,0,0,33.49158249158249,112.77461836050252,STAT1
GO_Biological_Process_2023,Positive Regulation Of Melanin Biosynthetic Process (GO:0048023),1/7,0.0344842492004146,0.1383025542136771,0,0,33.49158249158249,112.77461836050252,ZEB2
GO_Biological_Process_2023,Tryptophan Catabolic Process (GO:0006569),1/7,0.0344842492004146,0.1383025542136771,0,0,33.49158249158249,112.77461836050252,KYNU
GO_Biological_Process_2023,Tryptophan Metabolic Process (GO:0006568),1/7,0.0344842492004146,0.1383025542136771,0,0,33.49158249158249,112.77461836050252,KYNU
GO_Biological_Process_2023,Positive Regulation Of Natural Killer Cell Proliferation (GO:0032819),1/7,0.0344842492004146,0.1383025542136771,0,0,33.49158249158249,112.77461836050252,JAK2
GO_Biological_Process_2023,Positive Regulation Of Oligodendrocyte Differentiation (GO:0048714),1/7,0.0344842492004146,0.1383025542136771,0,0,33.49158249158249,112.77461836050252,TNFRSF1B
GO_Biological_Process_2023,Positive Regulation Of Secondary Metabolite Biosynthetic Process (GO:1900378),1/7,0.0344842492004146,0.1383025542136771,0,0,33.49158249158249,112.77461836050252,ZEB2
GO_Biological_Process_2023,Late Nucleophagy (GO:0044805),1/7,0.0344842492004146,0.1383025542136771,0,0,33.49158249158249,112.77461836050252,ATG7
GO_Biological_Process_2023,Positive Regulation Of Vascular Associated Smooth Muscle Cell Migration (GO:1904754),1/7,0.0344842492004146,0.1383025542136771,0,0,33.49158249158249,112.77461836050252,DOCK5
GO_Biological_Process_2023,Pyrimidine Nucleobase Catabolic Process (GO:0006208),1/7,0.0344842492004146,0.1383025542136771,0,0,33.49158249158249,112.77461836050252,DPYD
GO_Biological_Process_2023,Regulation Of ATPase-coupled Calcium Transmembrane Transporter Activity (GO:1901894),1/7,0.0344842492004146,0.1383025542136771,0,0,33.49158249158249,112.77461836050252,VMP1
GO_Biological_Process_2023,Positive Regulation Of Protein Binding (GO:0032092),2/59,0.0352125566390489,0.1402324624046336,0,0,7.104547081990691,23.77431915410336,LRRK2;STK3
GO_Biological_Process_2023,Positive Regulation Of Proteolysis (GO:0045862),2/59,0.0352125566390489,0.1402324624046336,0,0,7.104547081990691,23.77431915410336,TNFRSF1B;CTSS
GO_Biological_Process_2023,Positive Regulation Of Macromolecule Metabolic Process (GO:0010604),5/364,0.0359938548286516,0.1416319490791196,0,0,2.864829203929043,9.52385841490898,PLSCR1;CLEC7A;SLC11A1;CD36;TLR2
GO_Biological_Process_2023,Autophagosome Organization (GO:1905037),2/61,0.0374213004237331,0.1416319490791196,0,0,6.863023175371843,22.54856700617945,VMP1;ATG7
GO_Biological_Process_2023,Regulation Of Cell Population Proliferation (GO:0042127),8/766,0.0380606788585339,0.1416319490791196,0,0,2.195938969829069,7.17758810169608,HCK;CTBP2;CLEC7A;IL15;STAT1;NAMPT;EIF2AK2;JAK2
GO_Biological_Process_2023,Regulation Of Dendritic Cell Antigen Processing And Presentation (GO:0002604),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,SLC11A1
GO_Biological_Process_2023,Regulation Of Fertilization (GO:0080154),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,PLCB1
GO_Biological_Process_2023,Regulation Of Interleukin-18 Production (GO:0032661),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,TLR2
GO_Biological_Process_2023,Regulation Of Interleukin-23 Production (GO:0032667),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,IL17RA
GO_Biological_Process_2023,Negative Regulation Of Protein-Containing Complex Disassembly (GO:0043242),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,IRAK3
GO_Biological_Process_2023,Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062207),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,CD36
GO_Biological_Process_2023,Regulation Of Podosome Assembly (GO:0071801),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,HCK
GO_Biological_Process_2023,Cell Surface Pattern Recognition Receptor Signaling Pathway (GO:0002752),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,FCN1
GO_Biological_Process_2023,"Phototransduction, Visible Light (GO:0007603)",1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,GNAQ
GO_Biological_Process_2023,Positive Regulation Of NK T Cell Activation (GO:0051135),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,JAK2
GO_Biological_Process_2023,Positive Regulation Of Actin Cytoskeleton Reorganization (GO:2000251),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,HCK
GO_Biological_Process_2023,Collagen-Activated Signaling Pathway (GO:0038065),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,JAK2
GO_Biological_Process_2023,"Complement Activation, Lectin Pathway (GO:0001867)",1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,FCN1
GO_Biological_Process_2023,Cyclooxygenase Pathway (GO:0019371),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,TBXAS1
GO_Biological_Process_2023,Response To Vitamin (GO:0033273),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,KYNU
GO_Biological_Process_2023,Positive Regulation Of Dendritic Cell Cytokine Production (GO:0002732),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,CLEC7A
GO_Biological_Process_2023,Positive Regulation Of Epithelial Cell Proliferation Involved In Wound Healing (GO:0060054),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,JAML
GO_Biological_Process_2023,Positive Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071639),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,CLEC7A
GO_Biological_Process_2023,Positive Regulation Of Opsonization (GO:1903028),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,FCN1
GO_Biological_Process_2023,Positive Regulation Of Respiratory Burst (GO:0060267),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,CLEC7A
GO_Biological_Process_2023,Kynurenine Metabolic Process (GO:0070189),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,KYNU
GO_Biological_Process_2023,Manganese Ion Transport (GO:0006828),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,SLC11A1
GO_Biological_Process_2023,Pyrimidine-Containing Compound Catabolic Process (GO:0072529),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,DPYD
GO_Biological_Process_2023,Pyrimidine-Containing Compound Metabolic Process (GO:0072527),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,TYMP
GO_Biological_Process_2023,Modification-Dependent Macromolecule Catabolic Process (GO:0043632),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,ISG15
GO_Biological_Process_2023,Regulation Of RNA Biosynthetic Process (GO:2001141),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,TNFRSF1B
GO_Biological_Process_2023,Regulation Of T-helper 1 Type Immune Response (GO:0002825),1/8,0.0393135041520565,0.1416319490791196,0,0,28.705627705627705,92.8967850071638,SLC11A1
GO_Biological_Process_2023,Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992),2/63,0.0396819029137973,0.1416319490791196,0,0,6.637336901973904,21.417757229084128,PLCB1;TNFSF13B
GO_Biological_Process_2023,Protein Polymerization (GO:0051258),2/63,0.0396819029137973,0.1416319490791196,0,0,6.637336901973904,21.417757229084128,JAK2;GAS7
GO_Biological_Process_2023,Regulation Of Cellular Catabolic Process (GO:0031329),2/63,0.0396819029137973,0.1416319490791196,0,0,6.637336901973904,21.417757229084128,LRRK2;PSAP
GO_Biological_Process_2023,Autophagosome Assembly (GO:0000045),2/65,0.0419931324107679,0.1443080402393515,0,0,6.425979915775834,20.37195761072225,VMP1;ATG7
GO_Biological_Process_2023,Positive Regulation Of T Cell Proliferation (GO:0042102),2/65,0.0419931324107679,0.1443080402393515,0,0,6.425979915775834,20.37195761072225,IL15;JAK2
GO_Biological_Process_2023,Negative Regulation Of Immune Response (GO:0050777),2/66,0.0431673525667949,0.1443080402393515,0,0,6.325255102040816,19.87819449312978,HCK;IRAK3
GO_Biological_Process_2023,Regulation Of Endocytosis (GO:0030100),2/66,0.0431673525667949,0.1443080402393515,0,0,6.325255102040816,19.87819449312978,HCK;MCTP1
GO_Biological_Process_2023,Negative Regulation Of Extracellular Matrix Organization (GO:1903054),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,TNFRSF1B
GO_Biological_Process_2023,I-kappaB Phosphorylation (GO:0007252),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,TLR2
GO_Biological_Process_2023,Negative Regulation Of Protein Maturation (GO:1903318),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,LRRK2
GO_Biological_Process_2023,Regulation Of Mast Cell Activation (GO:0033003),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,PLSCR1
GO_Biological_Process_2023,Negative Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042532),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,PARP14
GO_Biological_Process_2023,Regulation Of Natural Killer Cell Proliferation (GO:0032817),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,JAK2
GO_Biological_Process_2023,Nucleoside Metabolic Process (GO:0009116),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,TYMP
GO_Biological_Process_2023,Calcium Ion Transport Into Cytosol (GO:0060402),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,SLC8A1
GO_Biological_Process_2023,Cell Differentiation Involved In Metanephros Development (GO:0072202),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,STAT1
GO_Biological_Process_2023,Piecemeal Microautophagy Of The Nucleus (GO:0034727),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,ATG7
GO_Biological_Process_2023,Cellular Response To Oxidised Low-Density Lipoprotein Particle Stimulus (GO:0140052),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,CD36
GO_Biological_Process_2023,Cellular Response To Purine-Containing Compound (GO:0071415),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,SLC8A1
GO_Biological_Process_2023,Positive Regulation Of Acrosome Reaction (GO:2000344),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,PLCB1
GO_Biological_Process_2023,Dicarboxylic Acid Biosynthetic Process (GO:0043650),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,KYNU
GO_Biological_Process_2023,Synaptic Vesicle Fusion To Presynaptic Active Zone Membrane (GO:0031629),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,STX11
GO_Biological_Process_2023,Positive Regulation Of Mesenchymal Cell Proliferation (GO:0002053),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,STAT1
GO_Biological_Process_2023,Vasoconstriction (GO:0042310),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,SLC8A1
GO_Biological_Process_2023,Positive Regulation Of Platelet Activation (GO:0010572),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,JAK2
GO_Biological_Process_2023,Intestinal Cholesterol Absorption (GO:0030299),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,CD36
GO_Biological_Process_2023,Positive Regulation Of Tissue Remodeling (GO:0034105),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,IL15
GO_Biological_Process_2023,Positive Regulation Of Vasculogenesis (GO:2001214),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,RIN2
GO_Biological_Process_2023,Lipid Import Into Cell (GO:0140354),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,CD36
GO_Biological_Process_2023,Long-Chain Fatty Acid Import Into Cell (GO:0044539),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,CD36
GO_Biological_Process_2023,Purine Nucleobase Metabolic Process (GO:0006144),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,DPYD
GO_Biological_Process_2023,Regulation Of ER To Golgi Vesicle-Mediated Transport (GO:0060628),1/9,0.0441188457824273,0.1443080402393515,0,0,25.116161616161616,78.3842312444799,LRRK2
GO_Biological_Process_2023,Extrinsic Apoptotic Signaling Pathway (GO:0097191),2/67,0.0443537761760118,0.1446595860913031,0,0,6.227629513343799,19.402537395096388,JAK2;TNFRSF1B
GO_Biological_Process_2023,Positive Regulation Of Apoptotic Process (GO:0043065),4/270,0.046618047573665,0.1504117722113213,0,0,3.075501253132832,9.428771867529523,MNDA;ATG7;CTSS;STK3
GO_Biological_Process_2023,Positive Regulation Of Cell Migration (GO:0030335),4/272,0.0476683958036789,0.1504117722113213,0,0,3.0522388059701493,9.289448096572166,DOCK5;CLEC7A;NUMB;PECAM1
GO_Biological_Process_2023,Regulation Of Actin Filament-Based Process (GO:0032970),2/70,0.0479847867745847,0.1504117722113213,0,0,5.951980792316927,18.075399411278084,BST2;HCK
GO_Biological_Process_2023,Regulation Of Cellular Biosynthetic Process (GO:0031326),2/70,0.0479847867745847,0.1504117722113213,0,0,5.951980792316927,18.075399411278084,JAK2;TNFRSF1B
GO_Biological_Process_2023,Positive Regulation Of Intracellular Signal Transduction (GO:1902533),6/525,0.0480852991933406,0.1504117722113213,0,0,2.3835936539171074,7.233679437858406,BST2;CLEC7A;TRIM25;EIF2AK2;JAK2;TLR2
GO_Biological_Process_2023,Negative Regulation Of Hydrogen Peroxide-Induced Cell Death (GO:1903206),1/10,0.0489003911418304,0.1504117722113213,0,0,22.32435465768799,67.37423003045056,LRRK2
GO_Biological_Process_2023,Notch Signaling Involved In Heart Development (GO:0061314),1/10,0.0489003911418304,0.1504117722113213,0,0,22.32435465768799,67.37423003045056,NOTCH2
GO_Biological_Process_2023,Negative Regulation Of Response To Cytokine Stimulus (GO:0060761),1/10,0.0489003911418304,0.1504117722113213,0,0,22.32435465768799,67.37423003045056,IRAK3
GO_Biological_Process_2023,Regulation Of Melanin Biosynthetic Process (GO:0048021),1/10,0.0489003911418304,0.1504117722113213,0,0,22.32435465768799,67.37423003045056,ZEB2
GO_Biological_Process_2023,Regulation Of Mitochondrial Depolarization (GO:0051900),1/10,0.0489003911418304,0.1504117722113213,0,0,22.32435465768799,67.37423003045056,LRRK2
GO_Biological_Process_2023,Aromatic Amino Acid Family Catabolic Process (GO:0009074),1/10,0.0489003911418304,0.1504117722113213,0,0,22.32435465768799,67.37423003045056,KYNU
GO_Biological_Process_2023,Atrial Septum Morphogenesis (GO:0060413),1/10,0.0489003911418304,0.1504117722113213,0,0,22.32435465768799,67.37423003045056,NOTCH2
GO_Biological_Process_2023,Regulation Of Opsonization (GO:1903027),1/10,0.0489003911418304,0.1504117722113213,0,0,22.32435465768799,67.37423003045056,FCN1
GO_Biological_Process_2023,Basement Membrane Organization (GO:0071711),1/10,0.0489003911418304,0.1504117722113213,0,0,22.32435465768799,67.37423003045056,CTSS
GO_Biological_Process_2023,Cell Proliferation In Forebrain (GO:0021846),1/10,0.0489003911418304,0.1504117722113213,0,0,22.32435465768799,67.37423003045056,NUMB
GO_Biological_Process_2023,Regulation Of Respiratory Burst (GO:0060263),1/10,0.0489003911418304,0.1504117722113213,0,0,22.32435465768799,67.37423003045056,CLEC7A
GO_Biological_Process_2023,Positive Regulation Of MHC Class II Biosynthetic Process (GO:0045348),1/10,0.0489003911418304,0.1504117722113213,0,0,22.32435465768799,67.37423003045056,JAK2
GO_Biological_Process_2023,Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0048009),1/10,0.0489003911418304,0.1504117722113213,0,0,22.32435465768799,67.37423003045056,PLCB1
GO_Biological_Process_2023,Metanephric Mesenchyme Development (GO:0072075),1/10,0.0489003911418304,0.1504117722113213,0,0,22.32435465768799,67.37423003045056,STAT1
GO_Biological_Process_2023,Negative Regulation Of B Cell Proliferation (GO:0030889),1/10,0.0489003911418304,0.1504117722113213,0,0,22.32435465768799,67.37423003045056,MNDA
GO_Biological_Process_2023,Negative Regulation Of Autophagosome Assembly (GO:1902902),1/10,0.0489003911418304,0.1504117722113213,0,0,22.32435465768799,67.37423003045056,LRRK2
GO_Biological_Process_2023,Negative Regulation Of Protein Binding (GO:0032091),2/71,0.0492185490137595,0.1509812246773434,0,0,5.865424430641822,17.663636014354466,LRRK2;DISC1
GO_Biological_Process_2023,Regulation Of Cytoplasmic Transport (GO:1903649),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,LRRK2
GO_Biological_Process_2023,Regulation Of Mesenchymal Cell Proliferation (GO:0010464),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,STAT1
GO_Biological_Process_2023,Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071637),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,CLEC7A
GO_Biological_Process_2023,Biogenic Amine Biosynthetic Process (GO:0042401),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,SAT1
GO_Biological_Process_2023,Regulation Of Response To Oxidative Stress (GO:1902882),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,MCTP1
GO_Biological_Process_2023,Cellular Response To Growth Hormone Stimulus (GO:0071378),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,JAK2
GO_Biological_Process_2023,Polyamine Metabolic Process (GO:0006595),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,SAT1
GO_Biological_Process_2023,Cellular Response To Nitrogen Levels (GO:0043562),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,ATG7
GO_Biological_Process_2023,Cellular Response To Nitrogen Starvation (GO:0006995),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,ATG7
GO_Biological_Process_2023,Regulation Of Type II Interferon-Mediated Signaling Pathway (GO:0060334),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,PARP14
GO_Biological_Process_2023,Cellular Response To Thyroid Hormone Stimulus (GO:0097067),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,CTSS
GO_Biological_Process_2023,Cytidine To Uridine Editing (GO:0016554),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,RBM47
GO_Biological_Process_2023,Desensitization Of G Protein-Coupled Receptor Signaling Pathway (GO:0002029),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,GRK3
GO_Biological_Process_2023,Positive Regulation Of Keratinocyte Proliferation (GO:0010838),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,NOTCH2
GO_Biological_Process_2023,Positive Regulation Of Myelination (GO:0031643),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,TNFRSF1B
GO_Biological_Process_2023,Positive Regulation Of Platelet Aggregation (GO:1901731),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,JAK2
GO_Biological_Process_2023,Intestinal Absorption (GO:0050892),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,CD36
GO_Biological_Process_2023,Intestinal Lipid Absorption (GO:0098856),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,CD36
GO_Biological_Process_2023,Lysosomal Microautophagy (GO:0016237),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,ATG7
GO_Biological_Process_2023,Melanocyte Differentiation (GO:0030318),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,LRMDA
GO_Biological_Process_2023,Mitochondrial Genome Maintenance (GO:0000002),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,TYMP
GO_Biological_Process_2023,Mitochondrion Distribution (GO:0048311),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,LRRK2
GO_Biological_Process_2023,Pyrimidine Nucleobase Metabolic Process (GO:0006206),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,DPYD
GO_Biological_Process_2023,Regulation Of T Cell Mediated Immunity (GO:0002709),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,TNFRSF1B
GO_Biological_Process_2023,Regulation Of Cell Activation (GO:0050865),1/11,0.0536582567508638,0.1541825858537479,0,0,20.09090909090909,58.76831842188268,GNAQ
GO_Biological_Process_2023,Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169),4/284,0.0542457728139074,0.1554771518782448,0,0,2.919642857142857,8.508511416925609,HCK;NAMPT;JAK2;PLCB1
GO_Biological_Process_2023,Regulation Of Ras Protein Signal Transduction (GO:0046578),2/76,0.0555565913641185,0.1555764178131216,0,0,5.467733039161611,15.803679213614178,NOTCH2;DENND1A
GO_Biological_Process_2023,Positive Regulation Of Cellular Biosynthetic Process (GO:0031328),3/174,0.056773369781736,0.1555764178131216,0,0,3.5682763610056067,10.236271238751806,ZEB2;CLEC7A;CD36
GO_Biological_Process_2023,Regulation Of Immune Response (GO:0050776),2/77,0.0568570608364096,0.1555764178131216,0,0,5.394557823129252,15.467356382357153,PLSCR1;IL15
GO_Biological_Process_2023,Neutrophil Migration (GO:1990266),2/77,0.0568570608364096,0.1555764178131216,0,0,5.394557823129252,15.467356382357153,JAML;PECAM1
GO_Biological_Process_2023,Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123),3/175,0.0575615219120737,0.1555764178131216,0,0,3.547350755214577,10.127335065403114,BST2;CLEC7A;TRIM25
GO_Biological_Process_2023,Regulation Of Innate Immune Response (GO:0045088),2/78,0.058168160710821,0.1555764178131216,0,0,5.323308270676692,15.141709290687697,PLSCR1;IRAK3
GO_Biological_Process_2023,Cellular Response To Nutrient Levels (GO:0031669),2/78,0.058168160710821,0.1555764178131216,0,0,5.323308270676692,15.141709290687697,LRRK2;ATG7
GO_Biological_Process_2023,Proteolysis Involved In Protein Catabolic Process (GO:0051603),2/78,0.058168160710821,0.1555764178131216,0,0,5.323308270676692,15.141709290687697,ISG15;CTSS
GO_Biological_Process_2023,Positive Regulation Of Hydrolase Activity (GO:0051345),3/176,0.0583548847938619,0.1555764178131216,0,0,3.526667063941362,10.020009516851996,PSAP;EVI5;CTSS
GO_Biological_Process_2023,C-terminal Protein Amino Acid Modification (GO:0018410),1/12,0.0583925585800791,0.1555764178131216,0,0,18.26354453627181,51.878818604154176,ATG7
GO_Biological_Process_2023,Regulation Of Chromosome Separation (GO:1905818),1/12,0.0583925585800791,0.1555764178131216,0,0,18.26354453627181,51.878818604154176,PLSCR1
GO_Biological_Process_2023,MyD88-dependent Toll-Like Receptor Signaling Pathway (GO:0002755),1/12,0.0583925585800791,0.1555764178131216,0,0,18.26354453627181,51.878818604154176,IRAK3
GO_Biological_Process_2023,Negative Regulation Of Mononuclear Cell Migration (GO:0071676),1/12,0.0583925585800791,0.1555764178131216,0,0,18.26354453627181,51.878818604154176,PLCB1
GO_Biological_Process_2023,Regulation Of Hematopoietic Stem Cell Differentiation (GO:1902036),1/12,0.0583925585800791,0.1555764178131216,0,0,18.26354453627181,51.878818604154176,EIF2AK2
GO_Biological_Process_2023,Calcium Ion Import (GO:0070509),1/12,0.0583925585800791,0.1555764178131216,0,0,18.26354453627181,51.878818604154176,SLC8A1
GO_Biological_Process_2023,Regulation Of Retinoic Acid Receptor Signaling Pathway (GO:0048385),1/12,0.0583925585800791,0.1555764178131216,0,0,18.26354453627181,51.878818604154176,CTBP2
GO_Biological_Process_2023,Regulation Of Vascular Associated Smooth Muscle Cell Migration (GO:1904752),1/12,0.0583925585800791,0.1555764178131216,0,0,18.26354453627181,51.878818604154176,DOCK5
GO_Biological_Process_2023,Relaxation Of Cardiac Muscle (GO:0055119),1/12,0.0583925585800791,0.1555764178131216,0,0,18.26354453627181,51.878818604154176,SLC8A1
GO_Biological_Process_2023,Positive Regulation Of T-helper 1 Type Immune Response (GO:0002827),1/12,0.0583925585800791,0.1555764178131216,0,0,18.26354453627181,51.878818604154176,SLC11A1
GO_Biological_Process_2023,Positive Regulation Of Calcium-Mediated Signaling (GO:0050850),1/12,0.0583925585800791,0.1555764178131216,0,0,18.26354453627181,51.878818604154176,CLEC7A
GO_Biological_Process_2023,Response To Thyroid Hormone (GO:0097066),1/12,0.0583925585800791,0.1555764178131216,0,0,18.26354453627181,51.878818604154176,CTSS
GO_Biological_Process_2023,Endothelium Development (GO:0003158),1/12,0.0583925585800791,0.1555764178131216,0,0,18.26354453627181,51.878818604154176,PECAM1
GO_Biological_Process_2023,Fatty Acid Transmembrane Transport (GO:1902001),1/12,0.0583925585800791,0.1555764178131216,0,0,18.26354453627181,51.878818604154176,CD36
GO_Biological_Process_2023,Gamma-Delta T Cell Activation (GO:0046629),1/12,0.0583925585800791,0.1555764178131216,0,0,18.26354453627181,51.878818604154176,JAML
GO_Biological_Process_2023,Granulocyte Activation (GO:0036230),1/12,0.0583925585800791,0.1555764178131216,0,0,18.26354453627181,51.878818604154176,IL15
GO_Biological_Process_2023,Positive Regulation Of Reactive Oxygen Species Biosynthetic Process (GO:1903428),1/12,0.0583925585800791,0.1555764178131216,0,0,18.26354453627181,51.878818604154176,CD36
GO_Biological_Process_2023,Lipid Droplet Formation (GO:0140042),1/12,0.0583925585800791,0.1555764178131216,0,0,18.26354453627181,51.878818604154176,RNF213
GO_Biological_Process_2023,Multicellular Organismal-Level Iron Ion Homeostasis (GO:0060586),1/12,0.0583925585800791,0.1555764178131216,0,0,18.26354453627181,51.878818604154176,SLC11A1
GO_Biological_Process_2023,Regulation Of Acrosome Reaction (GO:0060046),1/12,0.0583925585800791,0.1555764178131216,0,0,18.26354453627181,51.878818604154176,PLCB1
